"","siteID","siteuse","replsite","lon_WGS84","lat_WGS84","stratum","wgt","ip","caty","stream_order","FRAME23_ID","PERM_ID","NHDPLUSID","REACHCODE","GNIS_ID","GNIS_NAME","LENGTH_KM","FTYPE","FCODE","HUC4","STREAM_LEV","STRAH_ORD","STRAH_CAL","MEAN_FLOW","WBPERM_ID","MAINPATH","INNETWORK","VISFILT","BORD_RIV","PSTL_CODE","FRAME23","CNTYNAME","STATECTY","EPA_REG","HUC2","HUC2_NM","HUC8","HUC8_NM","MAJ_BASIN","MAJ_BAS_NM","MIS_BASIN","MIS_BAS_NM","WSAREA_KM","NHD100K","URBN_NRS08","URBN_NRS18","URBN_NRS23","FEOW_ID","US_L4CODE","US_L4NAME","US_L3CODE","US_L3NAME","NA_L2CODE","NA_L2NAME","NA_L1CODE","NA_L1NAME","AG_ECO9","AG_ECO9_NM","AG_ECO3","AG_ECO3_NM","OWN_NARS","FS_EW","STRAH_CAT","Shape_Leng","fcode","geometry"
"69","Site-069","Base","None",-74.499121216947,41.3684679877536,"4",405644.707543861,2.46521150505057e-06,"None","4","86791","61790411",10000700049900,"02020007000124","00963122","Rutgers Creek",1.95300164252,460,46006,"H0202",4,4,4,52.77239116,NA,0,1,0,"Not_Border","NY","Include","Orange","F36071","Region_02","H02","Mid-Atlantic Region","H02020007","Rondout","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",77.14169972,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"67k","Northern Glaciated Shale and Slate Valleys","67","Ridge and Valley","8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","SAP","Southern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1953.00164252,46006,c(541889.275638107, 4579782.82713348)
"70","Site-070","Base","None",-74.2864788280026,43.7918154841798,"4",405644.707543861,2.46521150505057e-06,"None","4","309555","167101376",10000700067400,"02020001006281","00946138","Cedar River",0.600805950176,558,55800,"H0202",2,4,4,223.10156839,"{62325617-0FFE-467A-8F54-DE23FB0CE9CE}",0,1,0,"Not_Border","NY","Include","Hamilton","F36041","Region_02","H02","Mid-Atlantic Region","H02020001","Upper Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",235.70679996,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58ad","Central Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",600.805950176,55800,c(557405.638810556, 4848998.04066598)
"71","Site-071","Base","None",-75.0735265205544,44.0693306909825,"4",405644.707543861,2.46521150505057e-06,"None","4","237475","133097339",60000300037500,"04290003008286","00976656","Middle Branch Oswegatchie River",0.0786472011911,558,55800,"H0429",7,4,4,86.848131,"133099263",0,1,2e+06,"Not_Border","NY","Include","St. Lawrence","F36089","Region_02","H04","Great Lakes Region","H04290003","Oswegatchie","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",104.26009997,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58aa","Acid Sensitive Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",78.6472011911,55800,c(494111.945352086, 4879575.92251149)
"72","Site-072","Base","None",-78.6501625702988,42.9330995026465,"4",405644.707543861,2.46521150505057e-06,"None","4","232270","118013043",60000800207200,"04270101000096","00949513","Ellicott Creek",6.45037657658,558,55800,"H0427",8,4,4,77.69518555,"{CE75FF92-A904-4F9C-A5FA-F00D2B8C459E}",0,1,2e+06,"Not_Border","NY","Include","Erie","F36029","Region_02","H04","Great Lakes Region","H04270101","Niagara River","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",170.57220007,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",6450.37657658,55800,c(202143.888892562, 4759852.78131201)
"73","Site-073","Base","None",-75.894204842815,42.773388887763,"4",405644.707543861,2.46521150505057e-06,"None","4","129817","62619750",10000600071200,"02050102000443","00957086","Middle Branch Tioughnioga Creek",1.32493047852,460,46006,"H0205",3,4,4,29.15385607,NA,0,1,5e+06,"Not_Border","NY","Include","Cortland","F36023","Region_02","H02","Mid-Atlantic Region","H02050102","Chenango","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",45.17249991,"NHD100","Non-Urban","Non-Urban","Non-Urban",158,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1324.93047852,46006,c(426847.325718537, 4736038.19180075)
"74","Site-074","Base","None",-74.105832865539,43.0725615608385,"4",405644.707543861,2.46521150505057e-06,"None","4","121495","47717975",10000700014500,"02020002000172","00954517","Kennyetto Creek",0.168201574595,460,46006,"H0202",3,4,4,48.90986701,NA,0,1,0,"Not_Border","NY","Include","Saratoga","F36091","Region_02","H02","Mid-Atlantic Region","H02020002","Sacandaga","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",58.73010006,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"83f","Mohawk Valley","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",168.201574595,46006,c(572796.471848362, 4769260.62757566)
"75","Site-075","Base","None",-74.0752590539646,44.6945967986059,"4",405644.707543861,2.46521150505057e-06,"None","4","180234","132873832",60000300049400,"04290007000045","00962132","Ragged Lake Outlet",0.050667394693,460,46006,"H0429",6,4,4,25.781221,NA,0,1,5e+05,"Not_Border","NY","Include","Franklin","F36033","Region_02","H04","Great Lakes Region","H04290007","Salmon","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",36.51010008,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58ab","Northern and Western Adirondack Foothills","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",50.667394693,46006,c(573269.913686034, 4949440.76838614)
"76","Site-076","Base","None",-77.5879959900945,42.7661378982923,"4",405644.707543861,2.46521150505057e-06,"None","4","317867","42144957",60000700014800,"04130003000275","00945733","Canadice Outlet",0.62317253547,460,46006,"H0413",13,4,4,18.29046822,NA,0,1,1e+06,"Not_Border","NY","Include","Livingston","F36051","Region_02","H04","Great Lakes Region","H04130003","Lower Genesee","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",39.7041,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60d","Finger Lakes Uplands and Gorges","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",623.17253547,46006,c(288252.743022214, 4738093.6526805)
"77","Site-077","Base","None",-75.274750246809,42.2096632237804,"4",405644.707543861,2.46521150505057e-06,"None","4","119199","0A75DB18-DB44-417C-BDF3-AF94C073B809",10000200207200,"02040101000157","00967876","Trout Creek",0.740665424519,460,46006,"H0204",3,4,4,13.9679068,NA,0,1,5e+05,"Not_Border","NY","Include","Delaware","F36025","Region_02","H02","Mid-Atlantic Region","H02040101","Upper Delaware","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",19.85770003,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",740.665424519,46006,c(477320.676257001, 4673091.85220026)
"78","Site-078","Base","None",-73.8405783513148,43.9878056915467,"4",405644.707543861,2.46521150505057e-06,"None","4","157234","89346539",10000700054900,"02020001000065","00967207","The Branch",0.348350319392,460,46000,"H0202",3,4,4,68.71483845,NA,0,1,0,"Not_Border","NY","Include","Essex","F36031","Region_02","H02","Mid-Atlantic Region","H02020001","Upper Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",66.90640016,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58z","Adirondack High Peaks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",348.350319392,46000,c(592974.871242811, 4871171.81883873)
"79","Site-079","Base","None",-73.7852510324081,44.1843323163358,"4",405644.707543861,2.46521150505057e-06,"None","4","248990","115353263",60000200056800,"04300104000054","00970090","East Branch Ausable River",0.482027260931,558,55800,"H0430",5,4,4,106.88063311,"120006498",0,1,1e+06,"Not_Border","NY","Include","Essex","F36031","Region_02","H02","Mid-Atlantic Region","H04300104","Ausable River","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",121.16320002,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58z","Adirondack High Peaks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",482.027260931,55800,c(597089.604973982, 4893063.94340914)
"80","Site-080","Base","None",-77.7423838031947,42.494910999236,"4",405644.707543861,2.46521150505057e-06,"None","4","117963","84188827",60000700011500,"04130002000307","00966705","Sugar Creek",3.5469223399,460,46006,"H0413",12,4,4,22.46154386,NA,0,1,2e+06,"Not_Border","NY","Include","Livingston","F36051","Region_02","H04","Great Lakes Region","H04130002","Upper Genesee","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",46.72079994,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",3546.9223399,46006,c(274643.000394628, 4708372.70784896)
"81","Site-081","Over","Next",-74.0019364260906,44.1864674815308,"1",1067943.30406186,9.3637929672536e-07,"None","1","324863","115351477",60000200073100,"04300104000224",NA,NA,0.432306593219,460,46006,"H0430",8,1,1,1.41728166,NA,0,1,50000,"Not_Border","NY","Include","Essex","F36031","Region_02","H02","Mid-Atlantic Region","H04300104","Ausable River","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",1.148,"Not_NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58z","Adirondack High Peaks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",432.306593219,46006,c(579767.945138398, 4893067.98135754)
"82","Site-082","Over","Next",-75.7871571563784,43.3182306036195,"1",1067943.30406186,9.3637929672536e-07,"None","1","190402","124493492",60000600088000,"04140202000842","00967861","Trout Brook",2.06938348674,460,46006,"H0414",11,1,1,3.11393776,NA,0,1,1e+05,"Not_Border","NY","Include","Oneida","F36065","Region_02","H04","Great Lakes Region","H04140202","Oneida","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",3.13270004,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2069.38348674,46006,c(436172.102844406, 4796455.55763812)
"83","Site-083","Over","Next",-74.1496684218132,41.822515725842,"1",1067943.30406186,9.3637929672536e-07,"None","1","16286","159827254",10000700072100,"02020007006833",NA,NA,1.47894889511,460,46006,"H0202",3,1,1,2.65311175,NA,0,1,0,"Not_Border","NY","Include","Ulster","F36111","Region_02","H02","Mid-Atlantic Region","H02020007","Rondout","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",3.75970001,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"67l","Northern Glaciated Limestone Ridges, Valleys, and Terraces","67","Ridge and Valley","8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","SAP","Southern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1478.94889511,46006,c(570618.082550121, 4630420.10132384)
"84","Site-084","Over","Next",-79.5197262321222,42.2788710285692,"1",1067943.30406186,9.3637929672536e-07,"None","1","109361","123925986",60001100022300,"04120101000210","00955485","Little Chautauqua Creek",8.0628184853,460,46006,"H0412",7,1,1,5.07268328,NA,0,1,5e+05,"Not_Border","NY","Include","Chautauqua","F36013","Region_02","H04","Great Lakes Region","H04120101","Chautauqua-Conneaut","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",6.47930002,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"61c","Low Lime Drift Plain","61","Erie Drift Plain","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",8062.8184853,46006,c(127288.703772672, 4690640.14762182)
"85","Site-085","Over","Next",-74.2079162030302,43.9485257851268,"1",1067943.30406186,9.3637929672536e-07,"None","1","144866","89347829",10000700023400,"02020001000573",NA,NA,1.00003042014,460,46006,"H0202",3,1,1,1.022599,NA,0,1,0,"Not_Border","NY","Include","Essex","F36031","Region_02","H02","Mid-Atlantic Region","H02020001","Upper Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",1.59869997,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58aa","Acid Sensitive Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1000.03042014,46006,c(563559.569268776, 4866460.65516775)
"86","Site-086","Over","Next",-74.1430317449536,43.6791185264356,"1",1067943.30406186,9.3637929672536e-07,"None","1","308011","89356215",10000700062400,"02020001003787",NA,NA,1.34553119119,460,46006,"H0202",3,1,1,1.411275,NA,0,1,0,"Not_Border","NY","Include","Warren","F36113","Region_02","H02","Mid-Atlantic Region","H02020001","Upper Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",1.79080002,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58ad","Central Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1345.53119119,46006,c(569075.998554646, 4836591.02193319)
"87","Site-087","Over","Next",-74.1342583237168,41.7550686474141,"1",1067943.30406186,9.3637929672536e-07,"None","1","44050","159827273",10000700072200,"02020007002298",NA,NA,1.16317217402,460,46003,"H0202",5,1,1,1.128539,NA,0,1,0,"Not_Border","NY","Include","Ulster","F36111","Region_02","H02","Mid-Atlantic Region","H02020007","Rondout","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",1.63250005,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"67k","Northern Glaciated Shale and Slate Valleys","67","Ridge and Valley","8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","SAP","Southern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1163.17217402,46003,c(571973.274021568, 4622944.48950893)
"88","Site-088","Over","Next",-78.4811663489459,42.6996444518904,"1",1067943.30406186,9.3637929672536e-07,"None","1","173710","108911761",60001100026100,"04120103000284",NA,NA,2.91200276791,460,46006,"H0412",8,1,1,1.42969543,NA,0,1,1e+05,"Not_Border","NY","Include","Wyoming","F36121","Region_02","H04","Great Lakes Region","H04120103","Buffalo-Eighteenmile","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",2.16819999,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60f","Cattaraugus Hills","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2912.00276791,46006,c(214863.394094069, 4733339.76158889)
"89","Site-089","Over","Next",-76.7626086657706,42.8815073429126,"1",1067943.30406186,9.3637929672536e-07,"None","1","237223","87940850",60000600064000,"04140201002071",NA,NA,4.15483285336,460,46006,"H0414",8,1,1,2.15237478,NA,0,1,250000,"Not_Border","NY","Include","Seneca","F36099","Region_02","H04","Great Lakes Region","H04140201","Seneca","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",5.77989999,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",4154.83285336,46006,c(356055.19379023, 4749163.44044372)
"90","Site-090","Over","Next",-75.1986702404781,43.5457567197967,"1",1067943.30406186,9.3637929672536e-07,"None","1","203398","131800452",60000600097800,"04140301018005","00958700","North Branch Cummings Creek",2.52555681542,460,46006,"H0414",8,1,1,4.86972281,NA,0,1,250000,"Not_Border","NY","Include","Oneida","F36065","Region_02","H04","Great Lakes Region","H04140301","Black","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",4.73079995,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"58ab","Northern and Western Adirondack Foothills","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2525.55681542,46006,c(483950.770496783, 4821442.22285804)
"91","Site-091","Over","Next",-74.5790915563601,43.032980612079,"1",1067943.30406186,9.3637929672536e-07,"None","1","301943","53530709",10000700059300,"02020004005099",NA,NA,1.40386966567,460,46006,"H0202",6,1,1,1.761323,NA,0,1,0,"Not_Border","NY","Include","Fulton","F36035","Region_02","H02","Mid-Atlantic Region","H02020004","Mohawk","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",2.44769999,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58ab","Northern and Western Adirondack Foothills","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1403.86966567,46006,c(534289.220077118, 4764563.19796161)
"92","Site-092","Over","Next",-75.1138991460274,42.1375574764276,"1",1067943.30406186,9.3637929672536e-07,"None","1","58054","780AECD9-774E-4EBE-8137-E631932AFD25",10000200276200,"02040101000783",NA,NA,0.568106235892,460,46003,"H0204",4,1,1,1.229077,NA,0,1,1e+05,"Not_Border","NY","Include","Delaware","F36025","Region_02","H02","Mid-Atlantic Region","H02040101","Upper Delaware","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",1.59700003,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"60c","Catskills Transition","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",568.106235892,46003,c(490587.485898488, 4665055.53432184)
"93","Site-093","Over","Next",-74.1286139844818,44.9358385476365,"1",1067943.30406186,9.3637929672536e-07,"None","1","217234","132871667",60000200111100,"04300201000858",NA,NA,5.04714805857,460,46003,"H0430",6,1,1,1.25444442,NA,0,1,1e+05,"Not_Border","NY","Include","Franklin","F36033","Region_02","H04","Great Lakes Region","H04300201","Chateaugay-English","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",1.7334,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"83e","Upper St. Lawrence Valley","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",5047.14805857,46003,c(568755.163930631, 4976192.21545344)
"94","Site-094","Over","Next",-75.228635466812,42.9840694020139,"1",1067943.30406186,9.3637929672536e-07,"None","1","121365","53532797",10000700009800,"02020004001334",NA,NA,2.49344918254,460,46006,"H0202",5,1,1,1.045962,NA,0,1,0,"Not_Border","NY","Include","Oneida","F36065","Region_02","H02","Mid-Atlantic Region","H02020004","Mohawk","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",1.68130005,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"83f","Mohawk Valley","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2493.44918254,46006,c(481359.48271845, 4759071.09010269)
"95","Site-095","Over","Next",-74.6741283014997,42.4948761779218,"1",1067943.30406186,9.3637929672536e-07,"None","1","66879","43476839",10000600117900,"02050101004257",NA,NA,1.2081299896,460,46006,"H0205",5,1,1,1.021126,NA,0,1,1e+05,"Not_Border","NY","Include","Schoharie","F36095","Region_02","H02","Mid-Atlantic Region","H02050101","Upper Susquehanna","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",1.80009999,"NHD100","Non-Urban","Non-Urban","Non-Urban",158,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1208.1299896,46006,c(526777.815973164, 4704775.5795517)
"96","Site-096","Over","Next",-76.564702235013,42.480626573125,"1",1067943.30406186,9.3637929672536e-07,"None","1","107885","87953428",60000600060200,"04140201001895",NA,NA,3.32870773219,460,46003,"H0414",7,1,1,1.02101223,NA,0,1,1e+05,"Not_Border","NY","Include","Tompkins","F36109","Region_02","H04","Great Lakes Region","H04140201","Seneca","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",1.92949998,"NHD100","Urban","Non-Urban","Non-Urban",116,"60d","Finger Lakes Uplands and Gorges","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",3328.70773219,46003,c(371393.353272261, 4704327.98845209)
"97","Site-097","Over","Next",-73.5058401177861,44.1100263348918,"1",1067943.30406186,9.3637929672536e-07,"None","1","219768","92073123",60000200048300,"04300108010272",NA,NA,0.9662481263,460,46003,"H0430",7,1,1,1.00341349,NA,0,1,1e+05,"Not_Border","NY","Include","Essex","F36031","Region_02","H02","Mid-Atlantic Region","H04300108","Lake Champlain","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",1.05819997,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58ac","Eastern Adirondack Foothills","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",966.2481263,46003,c(619571.785448123, 4885178.65876666)
"98","Site-098","Over","Next",-74.8089722103125,43.7998600188789,"1",1067943.30406186,9.3637929672536e-07,"None","1","332537","132421726",60000300017600,"04290005000159","00966690","Sucker Brook",1.04782735226,460,46006,"H0429",7,1,1,1.625575,NA,0,1,5e+05,"Not_Border","NY","Include","Hamilton","F36041","Region_02","H04","Great Lakes Region","H04290005","Raquette","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",1.8598,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58aa","Acid Sensitive Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1047.82735226,46006,c(515366.873664642, 4849661.8554508)
"99","Site-099","Over","Next",-74.4080446391194,42.0008029467889,"1",1067943.30406186,9.3637929672536e-07,"None","1","287636","60364182-DD2C-405A-98BC-1F4107503A48",10000200202900,"02040104004464",NA,NA,1.42577619296,460,46006,"H0204",3,1,1,1.493816,NA,0,1,1e+05,"Not_Border","NY","Include","Ulster","F36111","Region_02","H02","Mid-Atlantic Region","H02040104","Middle Delaware-Mongaup-Brodhead","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",1.06160001,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58y","Catskill High Peaks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1425.77619296,46006,c(549023.811495987, 4650034.83588413)
"100","Site-100","Over","Next",-78.5906830053981,42.5847788465,"1",1067943.30406186,9.3637929672536e-07,"None","1","234114","108914161",60001100025500,"04120103000492",NA,NA,2.13652483805,460,46006,"H0412",9,1,1,1.55795466,NA,0,1,1e+05,"Not_Border","NY","Include","Erie","F36029","Region_02","H04","Great Lakes Region","H04120103","Buffalo-Eighteenmile","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",1.95830003,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60f","Cattaraugus Hills","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2136.52483805,46006,c(205349.840156064, 4720958.78611077)
"101","Site-101","Over","Next",-74.4950656410374,44.2435619092521,"1",1067943.30406186,9.3637929672536e-07,"None","1","190909","132420942",60000300013800,"04290005002623",NA,NA,3.27806056007,460,46003,"H0429",7,1,1,1.692965,NA,0,1,1e+05,"Not_Border","NY","Include","Franklin","F36033","Region_02","H04","Great Lakes Region","H04290005","Raquette","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",2.65160004,"NHD100","Urban","Urban","Urban",117,"58aa","Acid Sensitive Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",3278.06056007,46003,c(540316.70237826, 4899049.2548629)
"102","Site-102","Over","Next",-74.0947527402639,43.8591439106542,"1",1067943.30406186,9.3637929672536e-07,"None","1","313335","89350075",10000700062700,"02020001000784","00970397","Nate Pond Brook",1.05447206226,460,46006,"H0202",2,1,1,1.144962,NA,0,1,0,"Not_Border","NY","Include","Essex","F36031","Region_02","H02","Mid-Atlantic Region","H02020001","Upper Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",1.57160003,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58ad","Central Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1054.47206226,46006,c(572749.002693262, 4856626.67885414)
