"","siteID","siteuse","replsite","lon_WGS84","lat_WGS84","stratum","wgt","ip","caty","FRAME23_ID","PERM_ID","NHDPLUSID","REACHCODE","GNIS_ID","GNIS_NAME","LENGTH_KM","FTYPE","FCODE","HUC4","STREAM_LEV","STRAH_ORD","STRAH_CAL","MEAN_FLOW","WBPERM_ID","MAINPATH","INNETWORK","VISFILT","BORD_RIV","PSTL_CODE","FRAME23","CNTYNAME","STATECTY","EPA_REG","HUC2","HUC2_NM","HUC8","HUC8_NM","MAJ_BASIN","MAJ_BAS_NM","MIS_BASIN","MIS_BAS_NM","WSAREA_KM","NHD100K","URBN_NRS08","URBN_NRS18","URBN_NRS23","FEOW_ID","US_L4CODE","US_L4NAME","US_L3CODE","US_L3NAME","NA_L2CODE","NA_L2NAME","NA_L1CODE","NA_L1NAME","AG_ECO9","AG_ECO9_NM","AG_ECO3","AG_ECO3_NM","OWN_NARS","FS_EW","STRAH_CAT","Shape_Leng","geometry","fcode","stream_order"
"187","Site-187","Over","Next",-75.0234520299694,42.3022721628446,"2",1112126.1828005,8.99178542386125e-07,"None","350479","F326B215-0EC7-4534-A01D-C8EC7072F020",10000200218400,"02040101000714",NA,NA,0.442694814571,460,46006,"H0204",4,2,2,1.766641,NA,0,1,1e+05,"Not_Border","NY","Include","Delaware","F36025","Region_02","H02","Mid-Atlantic Region","H02040101","Upper Delaware","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",2.60079998,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",442.694814571,c(498066.977633649, 4683338.31009151),46006,2
"188","Site-188","Over","Next",-76.136498063086,42.8552900945919,"2",1112126.1828005,8.99178542386125e-07,"None","171505","87941378",60000600078300,"04140201001046",NA,NA,0.151417034277,460,46006,"H0414",7,2,2,1.00248729,NA,0,1,1e+05,"Not_Border","NY","Include","Onondaga","F36067","Region_02","H04","Great Lakes Region","H04140201","Seneca","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",1.67010008,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60d","Finger Lakes Uplands and Gorges","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",151.417034277,c(407148.357003675, 4745371.59343495),46006,2
"189","Site-189","Over","Next",-78.7092034757322,42.8507281782486,"2",1112126.1828005,8.99178542386125e-07,"None","192536","158715520",60001100019600,"04120103000257",NA,NA,3.71565851139,460,46006,"H0412",8,2,2,3.65072243,NA,0,1,250000,"Not_Border","NY","Include","Erie","F36029","Region_02","H04","Great Lakes Region","H04120103","Buffalo-Eighteenmile","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",6.64310002,"NHD100","Urban","Urban","Urban",116,"83a","Erie/Ontario Lake Plain","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",3715.65851139,c(196921.955226681, 4750915.39832418),46006,2
"190","Site-190","Over","Next",-74.3721102421713,41.9928306245243,"2",1112126.1828005,8.99178542386125e-07,"None","284984","26176604",10000200037800,"02040104004152",NA,NA,0.78927196681,460,46003,"H0204",4,2,2,3.29007334,NA,0,1,1e+05,"Not_Border","NY","Include","Ulster","F36111","Region_02","H02","Mid-Atlantic Region","H02040104","Middle Delaware-Mongaup-Brodhead","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",2.04510005,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58y","Catskill High Peaks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",789.27196681,c(552006.283939444, 4649170.87195602),46003,2
"191","Site-191","Over","Next",-73.8694656268286,43.9597353843448,"2",1112126.1828005,8.99178542386125e-07,"None","152843","89347453",10000700045200,"02020001002503","00967259","The Gulf Brook",0.444415914451,460,46006,"H0202",5,2,2,4.56094185,NA,0,1,0,"Not_Border","NY","Include","Essex","F36031","Region_02","H02","Mid-Atlantic Region","H02020001","Upper Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",4.65779995,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58z","Adirondack High Peaks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",444.415914451,c(590701.087046056, 4868021.94879786),46006,2
"192","Site-192","Over","Next",-75.613807428944,43.4114621158966,"2",1112126.1828005,8.99178542386125e-07,"None","334446","124492872",60000600083800,"04140202000944","00966744","Sullivan Brook",2.3773121846,460,46006,"H0414",10,2,2,3.40989427,NA,0,1,1e+05,"Not_Border","NY","Include","Oneida","F36065","Region_02","H04","Great Lakes Region","H04140202","Oneida","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",3.03759999,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"58ae","Tug Hill Plateau","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2377.3121846,c(450304.645750081, 4806691.55302838),46006,2
"193","Site-193","Over","Next",-76.2777551489873,42.1942522717458,"2",1112126.1828005,8.99178542386125e-07,"None","46530","46460619",10000600113600,"02050103000901",NA,NA,2.59836821058,460,46003,"H0205",4,2,2,2.88900328,NA,0,1,250000,"Not_Border","NY","Include","Tioga","F36107","Region_02","H02","Mid-Atlantic Region","H02050103","Owego-Wappasening","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",5.65380002,"NHD100","Non-Urban","Non-Urban","Non-Urban",158,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2598.36821058,c(394500.934940082, 4672134.37140927),46003,2
"194","Site-194","Over","Next",-74.1963530020629,42.6239467193726,"2",1112126.1828005,8.99178542386125e-07,"None","257842","33523733",10000700023400,"02020005000457",NA,NA,2.72912627012,460,46006,"H0202",5,2,2,5.90232627,NA,0,1,0,"Not_Border","NY","Include","Albany","F36001","Region_02","H02","Mid-Atlantic Region","H02020005","Schoharie","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",10.69489997,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2729.12627012,c(565902.176223795, 4719369.08787541),46006,2
"195","Site-195","Over","Next",-74.2600850989025,44.9831917718854,"2",1112126.1828005,8.99178542386125e-07,"None","233793","132873395",60000200111300,"04300201000391","00943442","Beaver Pond Brook",1.48663146985,460,46006,"H0430",6,2,2,6.17681422,NA,0,1,5e+05,"Not_Border","NY","Include","Franklin","F36033","Region_02","H04","Great Lakes Region","H04300201","Chateaugay-English","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",11.71620003,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"83d","St. Lawrence Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1486.63146985,c(558333.663573531, 4981349.48935763),46006,2
"196","Site-196","Over","Next",-74.8598548142735,43.5812017422354,"2",1112126.1828005,8.99178542386125e-07,"None","319585","131804480",60000600061500,"04140301020706","00958697","North Branch Black River",1.62165756229,460,46006,"H0414",6,2,2,12.79551343,NA,0,1,250000,"Not_Border","NY","Include","Herkimer","F36043","Region_02","H04","Great Lakes Region","H04140301","Black","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",10.48099999,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"58aa","Acid Sensitive Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1621.65756229,c(511314.748566866, 4825369.09158956),46006,2
"197","Site-197","Over","Next",-76.4488031749212,42.6062714896094,"2",1112126.1828005,8.99178542386125e-07,"None","177837","87949356",60000600095900,"04140201001295",NA,NA,0.747536296422,460,46003,"H0414",8,2,2,1.58928848,NA,0,1,1e+05,"Not_Border","NY","Include","Tompkins","F36109","Region_02","H04","Great Lakes Region","H04140201","Seneca","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",2.59890002,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60d","Finger Lakes Uplands and Gorges","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",747.536296422,c(381158.157868831, 4718110.691871),46003,2
"198","Site-198","Over","Next",-74.6319571828406,41.4096764924117,"2",1112126.1828005,8.99178542386125e-07,"None","36830","26165604",10000200308600,"02040104001362",NA,NA,1.16379736522,460,46006,"H0204",3,2,2,9.52626161,NA,0,1,250000,"Not_Border","NY","Include","Orange","F36071","Region_02","H02","Mid-Atlantic Region","H02040104","Middle Delaware-Mongaup-Brodhead","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",13.21410003,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"67l","Northern Glaciated Limestone Ridges, Valleys, and Terraces","67","Ridge and Valley","8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","SAP","Southern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1163.79736522,c(530760.543019101, 4584302.00945389),46006,2
"199","Site-199","Over","Next",-73.8792853677798,43.40067709411,"2",1112126.1828005,8.99178542386125e-07,"None","311885","89361175",10000700035300,"02020001001024","00969941","Buttermilk Brook",1.84549860883,460,46003,"H0202",2,2,2,6.08588084,NA,0,1,0,"Not_Border","NY","Include","Warren","F36113","Region_02","H02","Mid-Atlantic Region","H02020001","Upper Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",7.65080002,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58ac","Eastern Adirondack Foothills","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1845.49860883,c(590752.137111515, 4805920.75115771),46003,2
"200","Site-200","Over","Next",-75.5108809410013,44.6206482600484,"2",1112126.1828005,8.99178542386125e-07,"None","185431","133090121",60000300018900,"04290003006174",NA,NA,1.40564889091,460,46003,"H0429",6,2,2,4.980868,NA,0,1,5e+05,"Not_Border","NY","Include","St. Lawrence","F36089","Region_02","H04","Great Lakes Region","H04290003","Oswegatchie","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",12.60570004,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"83d","St. Lawrence Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1405.64889091,c(459469.9513137, 4940937.55885649),46003,2
"201","Site-201","Over","Next",-76.5235445375304,43.0358201348856,"2",1112126.1828005,8.99178542386125e-07,"None","172750","87935554",60000600066600,"04140201001193","00962002","Putnam Brook",0.934260620724,460,46006,"H0414",7,2,2,1.51798037,NA,0,1,1e+05,"Not_Border","NY","Include","Cayuga","F36011","Region_02","H04","Great Lakes Region","H04140201","Seneca","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",2.82359997,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",934.260620724,c(375889.528748493, 4765918.83332686),46006,2
"202","Site-202","Over","Next",-78.0065494362523,42.3728595707591,"2",1112126.1828005,8.99178542386125e-07,"None","103841","84192053",60000700005700,"04130002000572",NA,NA,1.48400341129,460,46003,"H0413",13,2,2,3.834277,NA,0,1,250000,"Not_Border","NY","Include","Allegany","F36003","Region_02","H04","Great Lakes Region","H04130002","Upper Genesee","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",6.68769997,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1484.00341129,c(252453.006447119, 4695555.12500773),46003,2
"203","Site-203","Over","Next",-76.1578400051627,42.3141110896486,"2",1112126.1828005,8.99178542386125e-07,"None","14794","46456649",10000600025800,"02050103000760",NA,NA,2.32791975471,460,46006,"H0205",4,2,2,1.163438,NA,0,1,1e+05,"Not_Border","NY","Include","Tioga","F36107","Region_02","H02","Mid-Atlantic Region","H02050103","Owego-Wappasening","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",2.4735,"NHD100","Non-Urban","Non-Urban","Non-Urban",158,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2327.91975471,c(404582.851165447, 4685301.65110703),46006,2
"204","Site-204","Over","Next",-75.948873209487,43.2639143520409,"2",1112126.1828005,8.99178542386125e-07,"None","194115","124493838",60000600085700,"04140202004755","00947995","Dakin Creek",0.541979261334,460,46006,"H0414",7,2,2,2.57723787,NA,0,1,1e+05,"Not_Border","NY","Include","Oswego","F36075","Region_02","H04","Great Lakes Region","H04140202","Oneida","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",3.04530001,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",541.979261334,c(422990.525393938, 4790559.77227727),46006,2
"205","Site-205","Over","Next",-78.6857288839324,43.0600942277984,"2",1112126.1828005,8.99178542386125e-07,"None","210404","118008685",60000800215400,"04270101004282",NA,NA,1.20900074789,460,46003,"H0427",10,2,2,1.84441368,NA,0,1,1e+05,"Not_Border","NY","Include","Erie","F36029","Region_02","H04","Great Lakes Region","H04270101","Niagara River","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",3.78290003,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1209.00074789,c(199860.97259979, 4774084.1271741),46003,2
"206","Site-206","Over","Next",-74.0073774567555,42.1814408389951,"2",1112126.1828005,8.99178542386125e-07,"None","74199","52833961",10000700034200,"02020006005245",NA,NA,1.89496352831,460,46006,"H0202",4,2,2,5.59411622,NA,0,1,1e+05,"Not_Border","NY","Include","Ulster","F36111","Region_02","H02","Mid-Atlantic Region","H02020006","Middle Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",7.56349998,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"60c","Catskills Transition","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1894.96352831,c(581973.104486609, 4670398.53818139),46006,2
"207","Site-207","Over","Next",-74.0532938779465,44.2157392746951,"2",1112126.1828005,8.99178542386125e-07,"None","332098","115351403",60000200105000,"04300104000387","00946659","Chubb River",2.67413144749,460,46006,"H0430",7,2,2,6.54535584,NA,0,1,1e+05,"Not_Border","NY","Include","Essex","F36031","Region_02","H02","Mid-Atlantic Region","H04300104","Ausable River","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",6.34150004,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58z","Adirondack High Peaks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2674.13144749,c(575625.850047163, 4896270.70478909),46006,2
"208","Site-208","Over","Next",-76.1344791443984,43.5918928088165,"2",1112126.1828005,8.99178542386125e-07,"None","205933","129633604",60000600078100,"04140102000659","00955507","Little Deer Creek",3.11187213205,460,46006,"H0414",7,2,2,11.81669676,NA,0,1,250000,"Not_Border","NY","Include","Oswego","F36075","Region_02","H04","Great Lakes Region","H04140102","Salmon-Sandy","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",13.9985,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",3111.87213205,c(408422.707081875, 4827172.08024035),46006,2
"209","Site-209","Over","Next",-77.3631086114521,42.5068516382731,"2",1112126.1828005,8.99178542386125e-07,"None","38486","48517154",10000600063900,"02050105000263","00967158","Tenmile Creek",0.978704385538,460,46006,"H0205",3,2,2,3.49981689,NA,0,1,250000,"Not_Border","NY","Include","Steuben","F36101","Region_02","H02","Mid-Atlantic Region","H02050105","Chemung","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",6.68120003,"NHD100","Non-Urban","Non-Urban","Non-Urban",158,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",978.704385538,c(305848.825156263, 4708759.95523156),46006,2
"210","Site-210","Over","Next",-73.4332202667973,42.7606130182767,"2",1112126.1828005,8.99178542386125e-07,"None","139696","52815033",10000700037600,"02020006002084",NA,NA,2.13182208703,460,46006,"H0202",4,2,2,5.27332796,NA,0,1,1e+05,"Not_Border","NY","Include","Rensselaer","F36083","Region_02","H02","Mid-Atlantic Region","H02020006","Middle Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",6.74690002,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58ag","Rensselaer Plateau","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2131.82208703,c(628201.558784739, 4735422.07688744),46006,2
"211","Site-211","Over","Next",-73.7092373176768,42.8602113656297,"2",1112126.1828005,8.99178542386125e-07,"None","138540","50517085",10000700007700,"02020003000506","00956751","McDonald Creek",3.71581002237,460,46006,"H0202",2,2,2,5.68340879,NA,0,1,5e+05,"Not_Border","NY","Include","Saratoga","F36091","Region_02","H02","Mid-Atlantic Region","H02020003","Hudson-Hoosic","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",12.45229999,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"59i","Hudson Valley","59","Northeastern Coastal Zone","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",3715.81002237,c(605446.806747959, 4746099.69345422),46006,2
"212","Site-212","Over","Next",-75.6364161008353,43.9542583883276,"2",1112126.1828005,8.99178542386125e-07,"None","162084","131805797",60000600081700,"04140301018053",NA,NA,3.0214412445,460,46006,"H0414",7,2,2,11.30921132,NA,0,1,5e+05,"Not_Border","NY","Include","Jefferson","F36045","Region_02","H04","Great Lakes Region","H04140301","Black","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",12.36690002,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83e","Upper St. Lawrence Valley","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",3021.4412445,c(448936.680988298, 4866989.28354664),46006,2
"213","Site-213","Over","Next",-79.0100060522524,42.1445682308409,"2",1112126.1828005,8.99178542386125e-07,"None","104150","129444928",24000400026200,"05010002001061",NA,NA,1.65756424997,460,46006,"H0501",6,2,2,3.81374705,NA,0,1,1e+05,"Not_Border","NY","Include","Cattaraugus","F36009","Region_02","H05","Ohio Region","H05010002","Conewango","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",4.8205,"NHD100","Non-Urban","Non-Urban","Non-Urban",150,"61c","Low Lime Drift Plain","61","Erie Drift Plain","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1657.56424997,c(168626.310862094, 4673615.389538),46006,2
"214","Site-214","Over","Next",-75.3957770443439,42.152487961832,"2",1112126.1828005,8.99178542386125e-07,"None","78317","3EB709D1-A8B6-4BE3-8A9D-8EEC17BB08FF",10000200031400,"02040101000652",NA,NA,2.09322280885,460,46006,"H0204",4,2,2,5.05083272,NA,0,1,250000,"Not_Border","NY","Include","Delaware","F36025","Region_02","H02","Mid-Atlantic Region","H02040101","Upper Delaware","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",7.22320003,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2093.22280885,c(467301.031576385, 4666782.80683163),46006,2
"215","Site-215","Over","Next",-73.5163846651288,43.7603858950096,"2",1112126.1828005,8.99178542386125e-07,"None","206404","92075361",60000200053400,"04300108009508",NA,NA,0.56092631874,460,46006,"H0430",7,2,2,2.3133114,NA,0,1,1e+05,"Not_Border","NY","Include","Warren","F36113","Region_02","H02","Mid-Atlantic Region","H04300108","Lake Champlain","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",2.85489995,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58ac","Eastern Adirondack Foothills","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",560.92631874,c(619425.80022929, 4846329.53586841),46006,2
"216","Site-216","Over","Next",-74.6955536556484,44.9451433988586,"2",1112126.1828005,8.99178542386125e-07,"None","164952","135265186",60000300045300,"04290006001520",NA,NA,1.96906301351,460,46006,"H0429",6,2,2,2.172828,NA,0,1,1e+05,"Not_Border","NY","Include","St. Lawrence","F36089","Region_02","H04","Great Lakes Region","H04290006","St. Regis","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",5.62270001,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"83d","St. Lawrence Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1969.06301351,c(524017.914553045, 4976901.63451857),46006,2
"217","Site-217","Over","Next",-77.9719465490337,42.9387034127163,"2",1112126.1828005,8.99178542386125e-07,"None","212456","42140651",6.00007e+13,"04130003000143","00957995","Mud Creek",2.35346939529,460,46006,"H0413",12,2,2,7.63986678,NA,0,1,1e+06,"Not_Border","NY","Include","Genesee","F36037","Region_02","H04","Great Lakes Region","H04130003","Lower Genesee","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",15.7464,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2353.46939529,c(257512.894096628, 4758294.07447285),46006,2
"218","Site-218","Over","Next",-79.1525924904185,42.4541574317561,"2",1112126.1828005,8.99178542386125e-07,"None","120064","123923191",60001100019400,"04120101000211","00967947","Tupper Creek",4.15364070302,460,46006,"H0412",7,2,2,4.23609907,NA,0,1,250000,"Not_Border","NY","Include","Chautauqua","F36013","Region_02","H04","Great Lakes Region","H04120101","Chautauqua-Conneaut","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",5.95800001,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"61c","Low Lime Drift Plain","61","Erie Drift Plain","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",4153.64070302,c(158521.497483814, 4708563.3374485),46006,2
"219","Site-219","Over","Next",-74.503629787717,42.2847238411381,"2",1112126.1828005,8.99178542386125e-07,"None","45725","25536638",10000200017700,"02040102002535",NA,NA,0.734877063691,460,46006,"H0204",3,2,2,1.492041,NA,0,1,0,"Not_Border","NY","Include","Delaware","F36025","Region_02","H02","Mid-Atlantic Region","H02040102","East Branch Delaware","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",1.91799998,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"60c","Catskills Transition","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",734.877063691,c(540924.48612792, 4681508.84558442),46006,2
"220","Site-220","Over","Next",-76.0493724320399,42.9077359929589,"2",1112126.1828005,8.99178542386125e-07,"None","185284","124498012",60000600088100,"04140202001162",NA,NA,1.55509288751,460,46006,"H0414",10,2,2,2.29099823,NA,0,1,250000,"Not_Border","NY","Include","Onondaga","F36067","Region_02","H04","Great Lakes Region","H04140202","Oneida","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",3.33189995,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60d","Finger Lakes Uplands and Gorges","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1555.09288751,c(414339.158393552, 4751103.21087868),46006,2
