"","siteID","siteuse","replsite","lon_WGS84","lat_WGS84","stratum","wgt","ip","caty","FRAME23_ID","PERM_ID","NHDPLUSID","REACHCODE","GNIS_ID","GNIS_NAME","LENGTH_KM","FTYPE","FCODE","HUC4","STREAM_LEV","STRAH_ORD","STRAH_CAL","MEAN_FLOW","WBPERM_ID","MAINPATH","INNETWORK","VISFILT","BORD_RIV","PSTL_CODE","FRAME23","CNTYNAME","STATECTY","EPA_REG","HUC2","HUC2_NM","HUC8","HUC8_NM","MAJ_BASIN","MAJ_BAS_NM","MIS_BASIN","MIS_BAS_NM","WSAREA_KM","NHD100K","URBN_NRS08","URBN_NRS18","URBN_NRS23","FEOW_ID","US_L4CODE","US_L4NAME","US_L3CODE","US_L3NAME","NA_L2CODE","NA_L2NAME","NA_L1CODE","NA_L1NAME","AG_ECO9","AG_ECO9_NM","AG_ECO3","AG_ECO3_NM","OWN_NARS","FS_EW","STRAH_CAT","Shape_Leng","geometry","fcode","stream_order"
"68","Site-069","Base","None",-76.8357658326363,42.259129338231,"4",405644.707543861,2.46521150505057e-06,"None","108303","87958000",60000600061000,"04140201000239","00946038","Catharine Creek",1.02736063296,460,46006,"H0414",6,4,4,25.40004664,NA,0,1,1e+06,"Not_Border","NY","Include","Chemung","F36015","Region_02","H04","Great Lakes Region","H04140201","Seneca","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",62.94359991,"NHD100","Urban","Non-Urban","Non-Urban",116,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1027.36063296,c(348582.097418848, 4680179.26896207),46006,"4"
"69","Site-070","Base","None",-74.6772902836545,42.196066515512,"4",405644.707543861,2.46521150505057e-06,"None","48429","24607005-6BF0-4BD6-821A-942214450BB2",10000200240500,"02040102000100","00960689","Platte Kill",0.0918205270657,558,55800,"H0204",2,4,4,30.54275117,"2193393D-021A-408A-A7A2-940B4582BF51",0,1,0,"Not_Border","NY","Include","Delaware","F36025","Region_02","H02","Mid-Atlantic Region","H02040102","East Branch Delaware","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",43.89029985,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"60c","Catskills Transition","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",91.8205270657,c(526643.865337396, 4671596.03675923),55800,"4"
"70","Site-071","Base","None",-75.8802259157822,42.786626386415,"4",405644.707543861,2.46521150505057e-06,"None","226205","62619616",10000600071300,"02050102000444","00957086","Middle Branch Tioughnioga Creek",2.35766037694,460,46006,"H0205",3,4,4,26.18471059,NA,0,1,5e+06,"Not_Border","NY","Include","Madison","F36053","Region_02","H02","Mid-Atlantic Region","H02050102","Chenango","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",40.23599996,"NHD100","Non-Urban","Non-Urban","Non-Urban",158,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",2357.66037694,c(428006.253264329, 4737496.12390844),46006,"4"
"71","Site-072","Base","None",-74.6457749626184,43.5496516793732,"4",405644.707543861,2.46521150505057e-06,"None","305040","53515941",10000700029900,"02020004000393","00969161","West Canada Creek",1.78040086291,558,55800,"H0202",3,4,4,89.93683698,"53540163",0,1,0,"Not_Border","NY","Include","Hamilton","F36041","Region_02","H02","Mid-Atlantic Region","H02020004","Mohawk","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",73.7032999,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58aa","Acid Sensitive Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1780.40086291,c(528613.617010568, 4821916.56464297),55800,"4"
"72","Site-073","Base","None",-78.2675896991358,42.9657328051571,"4",405644.707543861,2.46521150505057e-06,"None","248335","118012171",60000800247200,"04270101000105","00944508","Bowen Creek",0.240265378549,460,46006,"H0427",8,4,4,11.66993511,NA,0,1,1e+06,"Not_Border","NY","Include","Genesee","F36037","Region_02","H04","Great Lakes Region","H04270101","Niagara River","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",25.48139997,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",240.265378549,c(233505.732079279, 4762191.67779133),46006,"4"
"73","Site-074","Base","None",-74.1410718453634,42.6297665793502,"4",405644.707543861,2.46521150505057e-06,"None","125113","33523555",10000700014200,"02020005000180","00974211","Fox Creek",1.77783750792,460,46006,"H0202",4,4,4,39.68367046,NA,0,1,0,"Not_Border","NY","Include","Albany","F36001","Region_02","H02","Mid-Atlantic Region","H02020005","Schoharie","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",71.78729988,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"83f","Mohawk Valley","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1777.83750792,c(570428.912299106, 4720059.88035694),46006,"4"
"74","Site-075","Base","None",-73.7952005964929,44.6416320540663,"4",405644.707543861,2.46521150505057e-06,"None","180176","129688888",60000200065300,"04300106000079","00967906","True Brook",0.887707835896,460,46006,"H0430",6,4,4,28.49083422,NA,0,1,1e+06,"Not_Border","NY","Include","Clinton","F36019","Region_02","H02","Mid-Atlantic Region","H04300106","Saranac River","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",50.31650004,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58ac","Eastern Adirondack Foothills","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",887.707835896,c(595546.778797156, 4943847.44896009),46006,"4"
"75","Site-076","Base","None",-75.1189040090666,44.3643634466516,"4",405644.707543861,2.46521150505057e-06,"None","172597","132851546",60000300031500,"04290004000016","00976840","Plumb Brook",1.23287531635,460,46006,"H0429",6,4,4,42.347367,NA,0,1,1e+06,"Not_Border","NY","Include","St. Lawrence","F36089","Region_02","H04","Great Lakes Region","H04290004","Grass","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",67.43979994,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58ab","Northern and Western Adirondack Foothills","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1232.87531635,c(490525.510461217, 4912350.05595629),46006,"4"
"76","Site-077","Base","None",-77.8450190848664,43.301415052406,"4",405644.707543861,2.46521150505057e-06,"None","181496","124591942",60000700003200,"04130001000218","00957610","Moorman Creek",2.07758290259,460,46006,"H0413",10,4,4,16.30994618,NA,0,1,1e+06,"Not_Border","NY","Include","Monroe","F36055","Region_02","H04","Great Lakes Region","H04130001","Oak Orchard-Twelvemile","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",44.19539985,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83a","Erie/Ontario Lake Plain","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",2077.58290259,c(269238.145567479, 4798218.30080768),46006,"4"
"77","Site-078","Base","None",-73.5985736661823,41.222445883716,"4",405644.707543861,2.46521150505057e-06,"None","287071","55502465",10000100067300,"02030101000712","00970664","Stone Hill River",0.816062641702,460,46006,"H0203",4,4,4,5.57463969,NA,0,1,0,"Not_Border","NY","Include","Westchester","F36119","Region_02","H02","Mid-Atlantic Region","H02030101","Lower Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",7.11039998,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"59c","Southern New England Coastal Plains and Hills","59","Northeastern Coastal Zone","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",816.062641702,c(617466.517783588, 4564397.93242023),46006,"4"
"78","Site-079","Base","None",-74.5729666005092,44.9398230656829,"4",405644.707543861,2.46521150505057e-06,"None","167942","132873959",60000300048100,"04290007000666","00976813","Pike Creek",1.56038067043,460,46006,"H0429",6,4,4,15.598627,NA,0,1,5e+05,"Not_Border","NY","Include","Franklin","F36033","Region_02","H04","Great Lakes Region","H04290007","Salmon","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",40.02479998,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"83d","St. Lawrence Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1560.38067043,c(533691.976920892, 4976354.22962509),46006,"4"
"79","Site-080","Base","None",-75.2139413458323,43.9823969453686,"4",405644.707543861,2.46521150505057e-06,"None","337110","133097886",60000300018600,"04290003008944","00977254","West Branch Oswegatchie River",1.74746619715,558,55800,"H0429",6,4,4,53.562959,"133099383",0,1,2e+06,"Not_Border","NY","Include","Lewis","F36049","Region_02","H04","Great Lakes Region","H04290003","Oswegatchie","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",69.63999993,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58aa","Acid Sensitive Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1747.46619715,c(482842.370895563, 4869939.95634382),55800,"4"
"80","Site-081","Over","Next",-75.9567709255219,42.8896328643172,"1",1067943.30406186,9.3637929672536e-07,"None","246971","124498085",60000600089800,"04140202000356","00969125","West Branch Limestone Creek",2.75892945399,460,46003,"H0414",9,1,1,3.72302065,NA,0,1,5e+05,"Not_Border","NY","Include","Onondaga","F36067","Region_02","H04","Great Lakes Region","H04140202","Oneida","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",5.55329996,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60d","Finger Lakes Uplands and Gorges","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2758.92945399,c(421875.471601578, 4749002.7965518),46003,"1"
"81","Site-082","Over","Next",-73.9455151731686,43.5465404800327,"1",1067943.30406186,9.3637929672536e-07,"None","309987","89359191",10000700015700,"02020001004259",NA,NA,0.192938088116,460,46006,"H0202",4,1,1,1.597111,NA,0,1,0,"Not_Border","NY","Include","Warren","F36113","Region_02","H02","Mid-Atlantic Region","H02020001","Upper Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",1.94689998,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58ad","Central Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",192.938088116,c(585183.860878727, 4822050.17172935),46006,"1"
"82","Site-083","Over","Next",-74.929217277557,44.624768375399,"1",1067943.30406186,9.3637929672536e-07,"None","190578","132419740",60000300051200,"04290005001953",NA,NA,1.54963528705,460,46003,"H0429",8,1,1,1.556318,NA,0,1,50000,"Not_Border","NY","Include","St. Lawrence","F36089","Region_02","H04","Great Lakes Region","H04290005","Raquette","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",2.82510005,"Not_NHD100","Non-Urban","Non-Urban","Non-Urban",117,"83e","Upper St. Lawrence Valley","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1549.63528705,c(505615.053335661, 4941270.73445572),46003,"1"
"83","Site-084","Over","Next",-78.2073705107907,42.6385741245014,"1",1067943.30406186,9.3637929672536e-07,"None","174810","84183567",60000700013900,"04130002000807",NA,NA,3.13055485051,460,46003,"H0413",13,1,1,2.44570052,NA,0,1,250000,"Not_Border","NY","Include","Wyoming","F36121","Region_02","H04","Great Lakes Region","H04130002","Upper Genesee","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",3.07930002,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",3130.55485051,c(237033.950792755, 4725668.73393387),46003,"1"
"84","Site-085","Over","Next",-74.7019147685779,41.9215658931801,"1",1067943.30406186,9.3637929672536e-07,"None","35584","65B0345D-AEDB-4D96-8A04-44DC2495AD51",10000200095000,"02040102002683",NA,NA,0.741224089803,460,46006,"H0204",4,1,1,1.453464,NA,0,1,0,"Not_Border","NY","Include","Sullivan","F36105","Region_02","H02","Mid-Atlantic Region","H02040102","East Branch Delaware","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",1.62560001,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"60c","Catskills Transition","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",741.224089803,c(524717.014566436, 4641110.79266833),46006,"1"
"85","Site-086","Over","Next",-75.3976935414613,43.6225014171765,"1",1067943.30406186,9.3637929672536e-07,"None","183205","167298349",60000600078700,"04140301017953",NA,NA,2.66198610574,460,46003,"H0414",8,1,1,1.28196417,NA,0,1,50000,"Not_Border","NY","Include","Lewis","F36049","Region_02","H04","Great Lakes Region","H04140301","Black","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",1.2642,"Not_NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83e","Upper St. Lawrence Valley","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2661.98610574,c(467913.796402778, 4830023.12076313),46003,"1"
"86","Site-087","Over","Next",-76.3940394514387,43.4835367585418,"1",1067943.30406186,9.3637929672536e-07,"None","243478","129634661",60000600071500,"04140102001005",NA,NA,3.92800198187,460,46006,"H0414",6,1,1,3.00259357,NA,0,1,1e+05,"Not_Border","NY","Include","Oswego","F36075","Region_02","H04","Great Lakes Region","H04140102","Salmon-Sandy","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",4.41649998,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",3928.00198187,c(387268.592386899, 4815456.83515717),46006,"1"
"87","Site-088","Over","Next",-79.4319345927689,42.1377589969035,"1",1067943.30406186,9.3637929672536e-07,"None","105317","129442271",24000400039000,"05010002000592",NA,NA,1.44498171608,460,46006,"H0501",7,1,1,1.38245704,NA,0,1,50000,"Not_Border","NY","Include","Chautauqua","F36013","Region_02","H05","Ohio Region","H05010002","Conewango","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",1.75029999,"Not_NHD100","Non-Urban","Non-Urban","Non-Urban",150,"61c","Low Lime Drift Plain","61","Erie Drift Plain","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1444.98171608,c(133713.572808847, 4674586.163316),46006,"1"
"88","Site-089","Over","Next",-73.8236450558658,42.2963417346194,"1",1067943.30406186,9.3637929672536e-07,"None","34387","52830171",10000700035600,"02020006000568",NA,NA,3.72250212783,460,46006,"H0202",3,1,1,1.291148,NA,0,1,250000,"Not_Border","NY","Include","Greene","F36039","Region_02","H02","Mid-Atlantic Region","H02020006","Middle Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",2.75729999,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"59i","Hudson Valley","59","Northeastern Coastal Zone","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",3722.50212783,c(596970.248024989, 4683349.52103996),46006,"1"
"89","Site-090","Over","Next",-74.1434152910711,44.2486903906252,"1",1067943.30406186,9.3637929672536e-07,"None","302730","129688994",60000200029500,"04300106000486","00948996","East Branch Cold Brook",1.06938383323,460,46006,"H0430",7,1,1,9.82360089,NA,0,1,250000,"Not_Border","NY","Include","Franklin","F36033","Region_02","H02","Mid-Atlantic Region","H04300106","Saranac River","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",12.54490004,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58ad","Central Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1069.38383323,c(568388.48095935, 4899851.66193349),46006,"1"
"90","Site-091","Over","Next",-75.5307896733899,43.5722086692708,"1",1067943.30406186,9.3637929672536e-07,"None","314332","167069350",60000600085000,"04140202007776","00955444","Little Alder Creek",1.01772292634,460,46006,"H0414",10,1,1,10.48805477,NA,0,1,250000,"Not_Border","NY","Include","Lewis","F36049","Region_02","H04","Great Lakes Region","H04140202","Oneida","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",8.46090008,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"58af","Tug Hill Transition","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1017.72292634,c(457139.807198847, 4824497.62718691),46006,"1"
"91","Site-092","Over","Next",-78.9662360854389,43.1072230683405,"1",1067943.30406186,9.3637929672536e-07,"None","184467","118007431",60000800227600,"04270101004661",NA,NA,3.3905025981,460,46003,"H0427",6,1,1,2.05167811,NA,0,1,250000,"Not_Border","NY","Include","Niagara","F36063","Region_02","H04","Great Lakes Region","H04270101","Niagara River","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",5.10450001,"NHD100","Non-Urban","Urban","Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","DOD","Not_USFS","SS",3390.5025981,c(177264.00582531, 4780361.74217132),46003,"1"
"92","Site-093","Over","Next",-74.0387668850651,41.2770438743789,"1",1067943.30406186,9.3637929672536e-07,"None","294706","55501017",10000100009400,"02030101000262","00966437","Stillwater Brook",1.4027983937,460,46006,"H0203",4,1,1,1.439656,NA,0,1,0,"Not_Border","NY","Include","Rockland","F36087","Region_02","H02","Mid-Atlantic Region","H02030101","Lower Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",1.65870003,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58i","Glaciated Reading Prong/Hudson Highlands","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1402.7983937,c(580502.226484357, 4569957.80708868),46006,"1"
"93","Site-094","Over","Next",-73.8355202741264,44.1785861881815,"1",1067943.30406186,9.3637929672536e-07,"None","338617","115351531",60000200013200,"04300104000926","00948187","Deer Brook",0.536031611455,460,46006,"H0430",7,1,1,1.92199824,NA,0,1,50000,"Not_Border","NY","Include","Essex","F36031","Region_02","H02","Mid-Atlantic Region","H04300104","Ausable River","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",1.49109999,"Not_NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58z","Adirondack High Peaks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",536.031611455,c(593080.827460314, 4892367.55920995),46006,"1"
"94","Site-095","Over","Next",-75.6186584821362,43.3353953521767,"1",1067943.30406186,9.3637929672536e-07,"None","163980","124493307",60000600085100,"04140202002194",NA,NA,1.29936079147,460,46006,"H0414",11,1,1,1.27685918,NA,0,1,24000,"Not_Border","NY","Include","Oneida","F36065","Region_02","H04","Great Lakes Region","H04140202","Oneida","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",1.39029999,"Not_NHD100","Non-Urban","Non-Urban","Non-Urban",116,"58af","Tug Hill Transition","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1299.36079147,c(449849.247494593, 4798246.78907652),46006,"1"
"95","Site-096","Over","Next",-76.6130864844503,42.2889619231671,"1",1067943.30406186,9.3637929672536e-07,"None","62496","46458909",10000600082600,"02050103000428","00953884","Jackson Creek",2.51131891328,460,46003,"H0205",3,1,1,1.167813,NA,0,1,1e+05,"Not_Border","NY","Include","Tompkins","F36109","Region_02","H02","Mid-Atlantic Region","H02050103","Owego-Wappasening","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",2.28470001,"NHD100","Non-Urban","Non-Urban","Non-Urban",158,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2511.31891328,c(367012.42344904, 4683119.96461568),46003,"1"
"96","Site-097","Over","Next",-76.2167423180518,42.4441170140804,"1",1067943.30406186,9.3637929672536e-07,"None","26356","46455601",10000600113800,"02050103000806",NA,NA,2.52825039417,460,46006,"H0205",4,1,1,1.181155,NA,0,1,1e+05,"Not_Border","NY","Include","Cortland","F36023","Region_02","H02","Mid-Atlantic Region","H02050103","Owego-Wappasening","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",2.342,"NHD100","Non-Urban","Non-Urban","Non-Urban",158,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2528.25039417,c(399935.327834667, 4699805.0466841),46006,"1"
"97","Site-098","Over","Next",-74.0376009331416,43.4127095572022,"1",1067943.30406186,9.3637929672536e-07,"None","338031","47690502",10000700043800,"02020002000767",NA,NA,2.9690412029,460,46006,"H0202",6,1,1,2.62087418,NA,0,1,0,"Not_Border","NY","Include","Warren","F36113","Region_02","H02","Mid-Atlantic Region","H02020002","Sacandaga","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",2.55560001,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58aa","Acid Sensitive Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2969.0412029,c(577916.712903439, 4807096.89658431),46006,"1"
"98","Site-099","Over","Next",-74.9482372339286,43.9769537794903,"1",1067943.30406186,9.3637929672536e-07,"None","327611","133091368",60000300026000,"04290003006393","00976656","Middle Branch Oswegatchie River",0.689857642248,460,46006,"H0429",7,1,1,1.92606,NA,0,1,1e+05,"Not_Border","NY","Include","Herkimer","F36043","Region_02","H04","Great Lakes Region","H04290003","Oswegatchie","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",2.22349997,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58aa","Acid Sensitive Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",689.857642248,c(504151.639817721, 4869314.45519682),46006,"1"
"99","Site-100","Over","Next",-78.9064443851327,42.6656576955553,"1",1067943.30406186,9.3637929672536e-07,"None","141083","108912211",60001100020100,"04120103000604",NA,NA,4.31488726598,460,46003,"H0412",7,1,1,1.48183923,NA,0,1,250000,"Not_Border","NY","Include","Erie","F36029","Region_02","H04","Great Lakes Region","H04120103","Buffalo-Eighteenmile","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",2.7193,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83a","Erie/Ontario Lake Plain","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",4314.88726598,c(179850.691236505, 4731090.33390112),46003,"1"
"100","Site-101","Over","Next",-75.7495587877682,42.2008423003207,"1",1067943.30406186,9.3637929672536e-07,"None","14593","62633612",10000600116000,"02050102005872",NA,NA,1.35898935451,460,46006,"H0205",4,1,1,1.160358,NA,0,1,1e+05,"Not_Border","NY","Include","Broome","F36007","Region_02","H02","Mid-Atlantic Region","H02050102","Chenango","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",2.25090004,"NHD100","Non-Urban","Non-Urban","Non-Urban",158,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1358.98935451,c(438118.733795325, 4672347.81431113),46006,"1"
"101","Site-102","Over","Next",-74.5733742166568,43.4983847120197,"1",1067943.30406186,9.3637929672536e-07,"None","297435","89359983",10000700040000,"02020001000266","00954023","Jessup River",1.69021446049,460,46006,"H0202",2,1,1,2.77387194,NA,0,1,0,"Not_Border","NY","Include","Hamilton","F36041","Region_02","H02","Mid-Atlantic Region","H02020001","Upper Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",1.85080001,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58aa","Acid Sensitive Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1690.21446049,c(534491.211381321, 4816250.38107014),46006,"1"
