siteID,siteuse,replsite,longitude,latitude,stratum,wgt,ip,caty,FRAME23_ID,PERM_ID,NHDPLUSID,REACHCODE,GNIS_ID,GNIS_NAME,LENGTH_KM,FTYPE,FCODE,HUC4,STREAM_LEV,STRAH_ORD,STRAH_CAL,MEAN_FLOW,WBPERM_ID,MAINPATH,INNETWORK,VISFILT,BORD_RIV,PSTL_CODE,FRAME23,CNTYNAME,STATECTY,EPA_REG,HUC2,HUC2_NM,HUC8,HUC8_NM,MAJ_BASIN,MAJ_BAS_NM,MIS_BASIN,MIS_BAS_NM,WSAREA_KM,NHD100K,URBN_NRS08,URBN_NRS18,URBN_NRS23,FEOW_ID,US_L4CODE,US_L4NAME,US_L3CODE,US_L3NAME,NA_L2CODE,NA_L2NAME,NA_L1CODE,NA_L1NAME,AG_ECO9,AG_ECO9_NM,AG_ECO3,AG_ECO3_NM,OWN_NARS,FS_EW,STRAH_CAT,Shape_Leng,geometry,geometry2,fcode,stream_order
Site-072,Base,None,-74.35938184,41.31360457,None,1058021.222,9.45E-07,None,76462,61784545,1.00007E+13,2.02001E+12,NA,NA,1.023393313,460,46006,H0202,6,1,1,0.279531,NA,0,1,0,Not_Border,NY,Exclude_NoFlow,Orange,F36071,Region_02,H02,Mid-Atlantic Region,H02020007,Rondout,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,0.46889995,NHD100,Urban,Urban,Urban,118,67k,Northern Glaciated Shale and Slate Valleys,67,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,8,EASTERN TEMPERATE FORESTS,SAP,Southern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1023.393313,c(553620.938505725, 4573768.99833845),46006,1
Site-073,Base,None,-74.56021485,44.6572386,None,1058021.222,9.45E-07,None,254858,135262749,6.00003E+13,4.29001E+12,NA,NA,1.061516454,460,46003,H0429,6,1,1,1.714821,NA,0,1,1.00E+05,Not_Border,NY,Include,Franklin,F36033,Region_02,H04,Great Lakes Region,H04290006,St. Regis,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,2.68100002,NHD100,Non-Urban,Non-Urban,Non-Urban,117,58ab,Northern and Western Adirondack Foothills,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1061.516454,c(534867.837624425, 4944969.15668884),46003,1
Site-074,Base,None,-71.99852549,41.27096117,None,1058021.222,9.45E-07,None,131,166769472,1.00001E+13,2.0302E+12,NA,NA,0.844489671,558,55800,H0203,2,1,1,1.670435,{efcee92b-2684-452b-879a-df5d7233ab16},0,1,0,Not_Border,NY,Exclude_Estuary,Suffolk,F36103,Region_02,H01,New England Region,H02030201,Northern Long Island,H01,New England Region,NMRB,Not Mississippi River Basin,2.65189997,NHD100,Non-Urban,Non-Urban,Non-Urban,118,84a,Cape Cod/Long Island,84,Atlantic Coastal Pine Barrens,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,8,EASTERN TEMPERATE FORESTS,CPL,Coastal Plains,PLNLOW,Plains and Lowlands,Non Federal,Not_USFS,SS,844.489671,c(751407.133125088, 4573182.80559823),55800,1
Site-075,Base,None,-78.79528703,42.43126105,None,1058021.222,9.45E-07,None,296943,87208242,6.00011E+13,4.1201E+12,NA,NA,0.199180324,460,46003,H0412,8,2,2,0.62256392,NA,0,1,50000,Not_Border,NY,Exclude_NoFlow,Cattaraugus,F36009,Region_02,H04,Great Lakes Region,H04120102,Cattaraugus,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,0.93340002,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,116,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,199.1803244,c(187793.83906025, 4704642.48079234),46003,2
Site-076,Base,None,-73.4582307,44.89700237,None,1058021.222,9.45E-07,None,256257,92058187,6.00002E+13,4.30011E+12,NA,NA,1.213361837,460,46006,H0430,8,1,1,0.29778598,NA,0,1,1.00E+05,Not_Border,NY,Exclude_NoFlow,Clinton,F36019,Region_02,H02,Mid-Atlantic Region,H04300108,Lake Champlain,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,0.52299997,NHD100,Non-Urban,Non-Urban,Non-Urban,117,83b,Champlain Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1213.361837,c(621732.590049767, 4972664.96355318),46006,1
Site-077,Base,None,-75.4390418,44.41325008,None,1058021.222,9.45E-07,None,176670,133093592,6.00003E+13,4.29E+12,NA,NA,0.483876806,460,46006,H0429,7,1,1,0.211592,NA,0,1,50000,Not_Border,NY,Exclude_NoFlow,St. Lawrence,F36089,Region_02,H04,Great Lakes Region,H04290003,Oswegatchie,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,0.4884,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,117,83d,St. Lawrence Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,483.8768063,c(465045.443681905, 4917867.00838265),46006,1
Site-078,Base,None,-75.26806365,42.28543278,None,1058021.222,9.45E-07,None,113159,43483295,1.00006E+13,2.0501E+12,NA,NA,1.982609984,460,46006,H0205,4,1,1,1.060652,NA,0,1,1.00E+05,Not_Border,NY,Include,Delaware,F36025,Region_02,H02,Mid-Atlantic Region,H02050101,Upper Susquehanna,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1.85230004,NHD100,Non-Urban,Non-Urban,Non-Urban,158,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1982.609984,c(477899.087123995, 4681503.07608016),46006,1
Site-079,Base,None,-73.81079054,43.49439212,None,1058021.222,9.45E-07,None,151420,89359973,1.00007E+13,2.02E+12,959989,Patterson Brook,4.699512439,558,55800,H0202,2,3,3,32.47270337,{BE2E18BE-B181-415C-A1DB-F01DE3EB9BC8},0,1,0,Not_Border,NY,Exclude_Connector,Warren,F36113,Region_02,H02,Mid-Atlantic Region,H02020001,Upper Hudson,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,39.84489996,NHD100,Urban,Non-Urban,Non-Urban,118,58ac,Eastern Adirondack Foothills,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,4699.512439,c(596150.112326031, 4816405.42037926),55800,3
Site-080,Base,None,-74.71659416,42.79912628,None,1058021.222,9.45E-07,None,148020,43469039,1.00006E+13,2.0501E+12,NA,NA,2.881891844,460,46006,H0205,4,1,1,1.251121,NA,0,1,24000,Not_Border,NY,Include,Otsego,F36077,Region_02,H02,Mid-Atlantic Region,H02050101,Upper Susquehanna,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1.75849999,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,158,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,2881.891844,c(523175.057305107, 4738547.44685321),46006,1
Site-081,Base,None,-78.76534708,42.7646256,None,1058021.222,9.45E-07,None,177559,108910395,6.00011E+13,4.1201E+12,965705,South Branch Smoke Creek,1.066035993,460,46006,H0412,7,2,2,5.72252105,NA,0,1,5.00E+05,Not_Border,NY,Include,Erie,F36029,Region_02,H04,Great Lakes Region,H04120103,Buffalo-Eighteenmile,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,8.92229999,NHD100,Urban,Urban,Urban,116,83a,Erie/Ontario Lake Plain,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1066.035993,c(191906.305796539, 4741556.39581196),46006,2
Site-082,Base,None,-74.63238863,41.62695277,None,1058021.222,9.45E-07,None,117996,26156942,1.00002E+13,2.0401E+12,NA,NA,1.937558112,460,46006,H0204,3,3,3,7.52977092,NA,0,1,250000,Not_Border,NY,Include,Sullivan,F36105,Region_02,H02,Mid-Atlantic Region,H02040104,Middle Delaware-Mongaup-Brodhead,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,9.05370001,NHD100,Non-Urban,Non-Urban,Non-Urban,118,62b,Low Poconos,62,North Central Appalachians,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,1937.558112,c(530621.893206278, 4608423.82445318),46006,3
Site-083,Base,None,-78.07422105,42.62611596,None,1058021.222,9.45E-07,None,236874,84183867,6.00007E+13,4.13E+12,NA,NA,0.593909331,460,46003,H0413,12,1,1,1.61232494,NA,0,1,250000,Not_Border,NY,Include,Wyoming,F36121,Region_02,H04,Great Lakes Region,H04130002,Upper Genesee,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,2.64100002,NHD100,Non-Urban,Non-Urban,Non-Urban,116,60d,Finger Lakes Uplands and Gorges,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,593.9093307,c(247901.182010568, 4723879.40252147),46003,1
Site-084,Base,None,-75.36067846,42.78063006,None,1058021.222,9.45E-07,None,220076,43471435,1.00006E+13,2.0501E+12,967006,Tallette Creek,0.554395905,460,46006,H0205,3,2,2,4.05647861,NA,0,1,250000,Not_Border,NY,Include,Madison,F36053,Region_02,H02,Mid-Atlantic Region,H02050101,Upper Susquehanna,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,6.13599999,NHD100,Non-Urban,Non-Urban,Non-Urban,158,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,554.3959049,c(470497.309912842, 4736517.67662579),46006,2
Site-085,Base,None,-75.70410159,44.53373721,None,1058021.222,9.45E-07,None,219416,131099552,6.00003E+13,4.29E+12,NA,NA,1.945488694,460,46003,H0429,5,1,1,0.75466,NA,0,1,1.00E+05,Not_Border,NY,Exclude_NoFlow,St. Lawrence,F36089,Region_02,H04,Great Lakes Region,H04290001,Headwaters St. Lawrence River,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,1.7427,NHD100,Non-Urban,Non-Urban,Non-Urban,117,83d,St. Lawrence Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1945.488694,c(444057.770590452, 4931397.71406684),46003,1
Site-086,Base,None,-74.09559867,41.80895487,None,1058021.222,9.45E-07,None,281760,61779795,1.00007E+13,2.02001E+12,NA,NA,1.006837598,460,46003,H0202,5,1,1,0.392095,NA,0,1,0,Not_Border,NY,Exclude_NoFlow,Ulster,F36111,Region_02,H02,Mid-Atlantic Region,H02020007,Rondout,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,0.62129993,NHD100,Non-Urban,Non-Urban,Non-Urban,118,67m,Northern Glaciated Ridges,67,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,8,EASTERN TEMPERATE FORESTS,SAP,Southern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1006.837598,c(575124.338825172, 4628960.33783131),46003,1
Site-087,Base,None,-77.37131201,42.36677703,None,1058021.222,9.45E-07,None,40499,48518852,1.00006E+13,2.05011E+12,NA,NA,1.257984692,460,46006,H0205,4,1,1,0.243624,NA,0,1,24000,Not_Border,NY,Exclude_NoFlow,Steuben,F36101,Region_02,H02,Mid-Atlantic Region,H02050105,Chemung,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,0.85140003,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,158,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1257.984692,c(304740.157801913, 4693224.05861954),46006,1
Site-088,Base,None,-75.77434354,44.25345516,None,1058021.222,9.45E-07,None,198965,131859682,6.00003E+13,4.29E+12,977230,Indian River,1.620995406,558,55800,H0429,6,6,6,482.458208,131860604,0,1,5.00E+06,Not_Border,NY,Include,Jefferson,F36045,Region_02,H04,Great Lakes Region,H04290002,Indian,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,882.7599,NHD100,Non-Urban,Non-Urban,Non-Urban,117,83d,St. Lawrence Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,RV,1620.995406,c(438182.538157522, 4900315.6870657),55800,4
Site-089,Base,None,-76.9899261,42.97181988,None,1058021.222,9.45E-07,None,222188,87937380,6.00006E+13,4.1402E+12,NA,NA,0.842173,460,46006,H0414,12,1,1,0.28975039,NA,0,1,50000,Not_Border,NY,Exclude_NoFlow,Ontario,F36069,Region_02,H04,Great Lakes Region,H04140201,Seneca,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,0.70750003,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,116,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,842.1729996,c(337727.935880046, 4759606.65263218),46006,1
Site-090,Base,None,-75.54001869,42.5492413,None,1058021.222,9.45E-07,None,145795,62623198,1.00006E+13,2.0501E+12,NA,NA,1.920385818,460,46006,H0205,4,1,1,0.91865,NA,0,1,1.00E+05,Not_Border,NY,Exclude_NoFlow,Chenango,F36017,Region_02,H02,Mid-Atlantic Region,H02050102,Chenango,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1.72669999,NHD100,Urban,Urban,Non-Urban,158,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1920.385818,c(455663.527258067, 4710902.07795469),46006,1
Site-091,Base,None,-73.37560066,43.39026309,None,1058021.222,9.45E-07,None,237380,52529657,6.00002E+13,4.3001E+12,NA,NA,0.190930329,334,33400,H0430,7,2,2,3.00543807,NA,0,1,250000,Not_Border,NY,Include,Washington,F36115,Region_02,H02,Mid-Atlantic Region,H04300101,Mettawee River,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,4.4873,NHD100,Non-Urban,Non-Urban,Non-Urban,118,59i,Hudson Valley,59,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,190.930329,c(631562.091235124, 4805435.67398779),33400,2
Site-092,Base,None,-77.85744313,43.06056307,None,1058021.222,9.45E-07,None,247527,42138425,6.00007E+13,4.13E+12,NA,NA,3.268322577,460,46006,H0413,12,1,1,0.90256643,NA,0,1,1.00E+05,Not_Border,NY,Exclude_NoFlow,Monroe,F36055,Region_02,H04,Great Lakes Region,H04130003,Lower Genesee,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,2.30380002,NHD100,Non-Urban,Non-Urban,Non-Urban,116,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,3268.322577,c(267316.725401576, 4771503.51806767),46006,1
Site-093,Base,None,-74.75539706,44.78027572,None,1058021.222,9.45E-07,None,236702,135264685,6.00003E+13,4.29001E+12,NA,NA,1.07493362,460,46006,H0429,8,3,3,14.890512,NA,0,1,5.00E+05,Not_Border,NY,Include,St. Lawrence,F36089,Region_02,H04,Great Lakes Region,H04290006,St. Regis,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,35.27510006,NHD100,Non-Urban,Non-Urban,Non-Urban,117,83e,Upper St. Lawrence Valley,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,1074.93362,c(519351.993949433, 4958571.38614764),46006,3
Site-094,Base,None,-74.68357492,42.39684787,None,1058021.222,9.45E-07,None,89605,99EDED68-C690-439E-B43F-F7E0794BCD13,1.00002E+13,2.0401E+12,954898,Lake Brook,0.997561061,460,46006,H0204,3,3,3,5.38803355,NA,0,1,5.00E+05,Not_Border,NY,Include,Delaware,F36025,Region_02,H02,Mid-Atlantic Region,H02040101,Upper Delaware,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,8.33989997,NHD100,Non-Urban,Non-Urban,Non-Urban,118,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,997.5610611,c(526042.130205901, 4693887.80503245),46006,3
Site-095,Base,None,-75.67191432,44.12702726,None,1058021.222,9.45E-07,None,217647,131858154,6.00003E+13,4.29E+12,NA,NA,1.091426687,460,46003,H0429,9,1,1,0.244333,NA,0,1,0,Not_Border,NY,Exclude_NoFlow,Jefferson,F36045,Region_02,H04,Great Lakes Region,H04290002,Indian,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,0.4564,NHD100,Non-Urban,Non-Urban,Non-Urban,117,83d,St. Lawrence Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,DOD,Not_USFS,SS,1091.426687,c(446244.89441813, 4886201.09738023),46003,1
Site-096,Base,None,-74.02033303,41.94870701,None,1058021.222,9.45E-07,None,87946,52842169,1.00007E+13,2.02001E+12,NA,NA,0.010658186,558,55800,H0202,3,1,1,0.558796,52855553,0,1,24000,Not_Border,NY,Exclude_Lake,Ulster,F36111,Region_02,H02,Mid-Atlantic Region,H02020006,Middle Hudson,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,0.90610001,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,118,59i,Hudson Valley,59,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,10.65818639,c(581199.240757006, 4644545.31324683),55800,1
Site-097,Base,None,-77.05836787,42.2377856,None,1058021.222,9.45E-07,None,94316,48520104,1.00006E+13,2.05011E+12,NA,NA,1.117837308,460,46003,H0205,5,1,1,0.254736,NA,0,1,24000,Not_Border,NY,Exclude_NoFlow,Steuben,F36101,Region_02,H02,Mid-Atlantic Region,H02050105,Chemung,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,0.71530002,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,158,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1117.837308,c(330163.406814897, 4678229.02058637),46003,1
Site-098,Base,None,-76.96319072,43.12388649,None,1058021.222,9.45E-07,None,141337,{5003025D-FA17-43A0-872D-5CC37765DF96},6.00006E+13,4.1402E+12,NA,NA,1.484862676,460,46006,H0414,4,1,0,0.65730046,NA,0,1,1.00E+05,Not_Border,NY,Exclude_SideChannel,Wayne,F36117,Region_02,H04,Great Lakes Region,H04140201,Seneca,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,2.22430002,NHD100,Non-Urban,Non-Urban,Non-Urban,116,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1484.862676,c(340303.321119085, 4776442.93480635),46006,1
Site-099,Base,None,-75.52006715,43.55910704,None,1058021.222,9.45E-07,None,229539,124492505,6.00006E+13,4.1402E+12,NA,NA,0.221828148,460,46006,H0414,12,2,0,0.37430904,NA,0,1,5.00E+05,Not_Border,NY,Exclude_SideChannel,Lewis,F36049,Region_02,H04,Great Lakes Region,H04140202,Oneida,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,24.20409988,NHD100,Non-Urban,Non-Urban,Non-Urban,116,58af,Tug Hill Transition,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,221.828148,c(457996.527594784, 4823037.09344808),46006,2
Site-100,Base,None,-73.52331394,42.05778418,None,1058021.222,9.45E-07,None,70471,52838891,1.00007E+13,2.02001E+12,959034,Noster Kill,1.782126796,460,46006,H0202,4,2,2,8.96705786,NA,0,1,5.00E+05,Not_Border,NY,Include,Columbia,F36021,Region_02,H02,Mid-Atlantic Region,H02020006,Middle Hudson,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,12.19520005,NHD100,Non-Urban,Non-Urban,Non-Urban,118,58b,Western New England Marble Valleys,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1782.126796,c(622186.335681924, 4657246.85581828),46006,2
Site-101,Base,None,-78.4946401,42.18794151,None,1058021.222,9.45E-07,None,106406,112355555,2.40004E+13,5.01E+12,NA,NA,0.835979241,460,46006,H0501,5,1,1,0.61033306,NA,0,1,50000,Not_Border,NY,Exclude_NoFlow,Cattaraugus,F36009,Region_02,H05,Ohio Region,H05010001,Upper Allegheny,H05_06,Ohio-Tennessee Region,H05_06,Ohio-Tennessee Region,0.8284,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,150,62d,Unglaciated High Allegheny Plateau,62,North Central Appalachians,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,835.9792413,c(211417.605221949, 4676557.64325742),46006,1
Site-102,Base,None,-75.22863222,43.73382527,None,1058021.222,9.45E-07,None,343347,131802362,6.00006E+13,4.1403E+12,955625,Little Pine Creek,0.231844178,460,46006,H0414,9,3,3,6.2887471,NA,0,1,250000,Not_Border,NY,Include,Lewis,F36049,Region_02,H04,Great Lakes Region,H04140301,Black,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,6.44010005,NHD100,Non-Urban,Non-Urban,Non-Urban,116,58aa,Acid Sensitive Adirondacks,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,231.8441784,c(481587.863692352, 4842335.4869126),46006,3
Site-103,Base,None,-78.92835681,42.39539148,None,1058021.222,9.45E-07,None,112527,87209440,6.00011E+13,4.1201E+12,NA,NA,0.494546237,460,46003,H0412,8,1,1,0.54605458,NA,0,1,50000,Not_Border,NY,Exclude_NoFlow,Cattaraugus,F36009,Region_02,H04,Great Lakes Region,H04120102,Cattaraugus,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,0.79559997,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,116,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,494.5462368,c(176661.279426218, 4701157.41794741),46003,1
Site-104,Base,None,-74.08724225,44.33041789,None,1058021.222,9.45E-07,None,330904,129690230,6.00002E+13,4.30011E+12,956796,McKenzie Brook,1.355258039,558,55800,H0430,6,1,1,4.06155987,129690928,0,1,1.00E+05,Not_Border,NY,Exclude_Lake,Essex,F36031,Region_02,H02,Mid-Atlantic Region,H04300106,Saranac River,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,4.95479998,NHD100,Non-Urban,Non-Urban,Non-Urban,117,58ad,Central Adirondacks,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1355.258039,c(572772.274684025, 4908977.77085604),55800,1
Site-105,Base,None,-75.6498932,43.16983214,None,1058021.222,9.45E-07,None,337499,124499424,6.00006E+13,4.1402E+12,NA,NA,1.755804082,558,55800,H0414,9,1,0,1.27382489,149532937,0,1,5.00E+06,Not_Border,NY,Exclude_SideChannel,Oneida,F36065,Region_02,H04,Great Lakes Region,H04140202,Oneida,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,1160.2703,NHD100,Non-Urban,Non-Urban,Non-Urban,116,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1755.804082,c(447174.329259924, 4779879.62351959),55800,1
Site-106,Base,None,-74.33060733,42.48441682,None,1058021.222,9.45E-07,None,110147,33525737,1.00007E+13,2.02001E+12,NA,NA,1.81476373,460,46006,H0202,5,1,1,0.754926,NA,0,1,0,Not_Border,NY,Exclude_NoFlow,Schoharie,F36095,Region_02,H02,Mid-Atlantic Region,H02020005,Schoharie,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1.33379998,NHD100,Non-Urban,Non-Urban,Non-Urban,118,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1814.76373,c(555015.174459591, 4703779.80639871),46006,1
