siteID,siteuse,replsite,longitude,latitude,stratum,wgt,ip,caty,FRAME23_ID,PERM_ID,NHDPLUSID,REACHCODE,GNIS_ID,GNIS_NAME,LENGTH_KM,FTYPE,FCODE,HUC4,STREAM_LEV,STRAH_ORD,STRAH_CAL,MEAN_FLOW,WBPERM_ID,MAINPATH,INNETWORK,VISFILT,BORD_RIV,PSTL_CODE,FRAME23,CNTYNAME,STATECTY,EPA_REG,HUC2,HUC2_NM,HUC8,HUC8_NM,MAJ_BASIN,MAJ_BAS_NM,MIS_BASIN,MIS_BAS_NM,WSAREA_KM,NHD100K,URBN_NRS08,URBN_NRS18,URBN_NRS23,FEOW_ID,US_L4CODE,US_L4NAME,US_L3CODE,US_L3NAME,NA_L2CODE,NA_L2NAME,NA_L1CODE,NA_L1NAME,AG_ECO9,AG_ECO9_NM,AG_ECO3,AG_ECO3_NM,OWN_NARS,FS_EW,STRAH_CAT,Shape_Leng,geometry,geometry2,fcode,stream_order
Site-071,Base,None,-74.47374026,42.93943909,2,777289.7514,1.29E-06,None,151780,53534695,1.00007E+13,2.02E+12,NA,NA,1.877910429,460,46006,H0202,4,2,2,2.56420978,NA,0,1,0,Not_Border,NY,Include,Montgomery,F36057,Region_02,H02,Mid-Atlantic Region,H02020004,Mohawk,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,4.01739997,NHD100,Non-Urban,Non-Urban,Non-Urban,118,83f,Mohawk Valley,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1877.910429,c(542936.711644005, 4754223.97557446),46006,2
Site-072,Base,None,-77.96585465,42.81819178,2,777289.7514,1.29E-06,None,200023,42143559,6.00007E+13,4.13E+12,NA,NA,1.717159159,460,46006,H0413,13,2,2,3.00714286,NA,0,1,1.00E+05,Not_Border,NY,Include,Wyoming,F36121,Region_02,H04,Great Lakes Region,H04130003,Lower Genesee,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,6.13589999,NHD100,Non-Urban,Non-Urban,Non-Urban,116,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1717.159159,c(257538.145807749, 4744892.83542658),46006,2
Site-073,Base,None,-78.52295294,42.04990787,2,777289.7514,1.29E-06,None,99406,112360771,2.40004E+13,5.01E+12,NA,NA,0.553363803,460,46006,H0501,5,2,2,0.96797698,NA,0,1,50000,Not_Border,NY,Exclude_NoFlow,Cattaraugus,F36009,Region_02,H05,Ohio Region,H05010001,Upper Allegheny,H05_06,Ohio-Tennessee Region,H05_06,Ohio-Tennessee Region,1.2287,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,150,62d,Unglaciated High Allegheny Plateau,62,North Central Appalachians,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,553.3638032,c(208446.346767179, 4661324.95430056),46006,2
Site-074,Base,None,-74.48321248,44.79169505,2,777289.7514,1.29E-06,None,241668,132871866,6.00003E+13,4.29001E+12,970668,Stony Brook,2.337731324,460,46003,H0429,8,2,2,1.292709,NA,0,1,1.00E+05,Not_Border,NY,Include,Franklin,F36033,Region_02,H04,Great Lakes Region,H04290007,Salmon,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,2.63810002,NHD100,Non-Urban,Non-Urban,Non-Urban,117,83e,Upper St. Lawrence Valley,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,2337.731324,c(540878.079303156, 4959940.6689342),46003,2
Site-075,Base,None,-74.00283489,42.80104678,2,777289.7514,1.29E-06,None,133118,53538191,1.00007E+13,2.02E+12,960802,Poentic Kill,1.707497379,460,46006,H0202,3,2,2,5.66004965,NA,0,1,0,Not_Border,NY,Include,Schenectady,F36093,Region_02,H02,Mid-Atlantic Region,H02020004,Mohawk,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,10.83870002,NHD100,Urban,Urban,Urban,118,59i,Hudson Valley,59,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1707.497379,c(581539.34964601, 4739203.89631946),46006,2
Site-076,Base,None,-77.06444145,42.18051095,2,777289.7514,1.29E-06,None,47189,48521170,1.00006E+13,2.05011E+12,944454,Borden Creek,0.974429819,460,46006,H0205,4,2,2,5.14422105,NA,0,1,5.00E+05,Not_Border,NY,Include,Steuben,F36101,Region_02,H02,Mid-Atlantic Region,H02050105,Chemung,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,12.86970003,NHD100,Non-Urban,Non-Urban,Non-Urban,158,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,974.4298191,c(329508.232949841, 4671881.36518839),46006,2
Site-077,Base,None,-73.43983589,43.29808599,2,777289.7514,1.29E-06,None,155488,50503619,1.00007E+13,2.02E+12,NA,NA,2.19555349,334,33400,H0202,3,2,2,6.3205343,NA,0,1,250000,Not_Border,NY,Include,Washington,F36115,Region_02,H02,Mid-Atlantic Region,H02020003,Hudson-Hoosic,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,11.84750002,NHD100,Non-Urban,Non-Urban,Non-Urban,118,59i,Hudson Valley,59,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,2195.55349,c(626550.902709823, 4795099.37173699),33400,2
Site-078,Base,None,-77.44427142,42.52030473,2,777289.7514,1.29E-06,None,38633,48517018,1.00006E+13,2.05011E+12,NA,NA,0.618104326,460,46003,H0205,3,2,2,0.676095,NA,0,1,1.00E+05,Not_Border,NY,Exclude_NoFlow,Steuben,F36101,Region_02,H02,Mid-Atlantic Region,H02050105,Chemung,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1.64790003,NHD100,Non-Urban,Non-Urban,Non-Urban,158,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,618.1043261,c(299223.294230525, 4710443.0330376),46003,2
Site-079,Base,None,-75.07878507,42.91755493,2,777289.7514,1.29E-06,None,126280,43468103,1.00006E+13,2.0501E+12,NA,NA,0.992517181,460,46006,H0205,3,2,2,8.49482772,NA,0,1,1.00E+06,Not_Border,NY,Include,Herkimer,F36043,Region_02,H02,Mid-Atlantic Region,H02050101,Upper Susquehanna,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,12.24459996,NHD100,Non-Urban,Non-Urban,Non-Urban,158,83f,Mohawk Valley,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,992.5171809,c(493569.779860192, 4751662.48804041),46006,2
Site-080,Base,None,-76.53333554,42.85998248,2,777289.7514,1.29E-06,None,207763,{1864E0F4-BE37-4A0A-B050-67879668C3B8},6.00006E+13,4.1402E+12,NA,NA,0.303636534,460,46006,H0414,7,2,2,1.94136371,NA,0,1,1.00E+05,Not_Border,NY,Include,Cayuga,F36011,Region_02,H04,Great Lakes Region,H04140201,Seneca,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,3.49550002,NHD100,Urban,Non-Urban,Urban,116,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,303.6365344,c(374735.793622246, 4746406.55060488),46006,2
Site-081,Base,None,-74.39949779,43.45868129,2,777289.7514,1.29E-06,None,130029,47687367,1.00007E+13,2.02E+12,NA,NA,1.179343082,558,55800,H0202,3,2,2,7.07689733,47721785,0,1,0,Not_Border,NY,Exclude_Lake,Hamilton,F36041,Region_02,H02,Mid-Atlantic Region,H02020002,Sacandaga,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,6.99279996,NHD100,Non-Urban,Non-Urban,Non-Urban,118,58aa,Acid Sensitive Adirondacks,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1179.343082,c(548580.339655853, 4811927.7330054),55800,2
Site-082,Base,None,-75.97096218,44.12082195,2,777289.7514,1.29E-06,None,234309,129617468,6.00006E+13,4.1403E+12,966511,Stone Mills Creek,4.275132667,460,46006,H0414,7,2,2,4.5888782,NA,0,1,1.00E+05,Not_Border,NY,Include,Jefferson,F36045,Region_02,H04,Great Lakes Region,H04140302,Chaumont-Perch,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,7.20480005,NHD100,Non-Urban,Non-Urban,Non-Urban,116,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,4275.132667,c(422311.998077558, 4885750.7037181),46006,2
Site-083,Base,None,-73.77587075,42.20706659,2,777289.7514,1.29E-06,None,17172,52832735,1.00007E+13,2.02001E+12,NA,NA,0.462356405,460,46003,H0202,7,2,2,0.484923,NA,0,1,24000,Not_Border,NY,Exclude_NoFlow,Columbia,F36021,Region_02,H02,Mid-Atlantic Region,H02020006,Middle Hudson,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1.01729998,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,118,59i,Hudson Valley,59,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,462.3564053,c(601050.900152454, 4673492.27314431),46003,2
Site-084,Base,None,-75.28180278,44.74154425,2,777289.7514,1.29E-06,None,200752,131099497,6.00003E+13,4.29001E+12,NA,NA,1.373545501,460,46003,H0429,7,2,0,0.354148,NA,0,1,1.00E+05,Not_Border,NY,Exclude_SideChannel,St. Lawrence,F36089,Region_02,H04,Great Lakes Region,H04290008,Raisin River-St. Lawrence River,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,3.0874,NHD100,Non-Urban,Non-Urban,Non-Urban,117,83d,St. Lawrence Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1373.545501,c(477690.004484729, 4954278.51512931),46003,2
Site-085,Base,None,-73.73124669,44.32326461,2,777289.7514,1.29E-06,None,252594,115350667,6.00002E+13,4.3001E+12,NA,NA,0.205372534,460,46003,H0430,7,2,2,0.77316823,NA,0,1,50000,Not_Border,NY,Exclude_NoFlow,Essex,F36031,Region_02,H02,Mid-Atlantic Region,H04300104,Ausable River,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,0.71240002,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,117,58z,Adirondack High Peaks,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,205.372534,c(601167.454616764, 4908560.84992301),46003,2
Site-086,Base,None,-76.9132857,42.92791896,2,777289.7514,1.29E-06,None,228732,87938894,6.00006E+13,4.1402E+12,NA,NA,0.339644315,460,46006,H0414,12,2,2,0.39949504,NA,0,1,50000,Not_Border,NY,Exclude_NoFlow,Seneca,F36099,Region_02,H04,Great Lakes Region,H04140201,Seneca,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,1.04470001,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,116,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,339.6443154,c(343866.918065003, 4754586.20650188),46006,2
Site-087,Base,None,-75.76866958,42.34382272,2,777289.7514,1.29E-06,None,76862,62630682,1.00006E+13,2.0501E+12,NA,NA,0.234032509,460,46006,H0205,4,2,2,0.870526,NA,0,1,1.00E+05,Not_Border,NY,Exclude_NoFlow,Chenango,F36017,Region_02,H02,Mid-Atlantic Region,H02050102,Chenango,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1.83899998,NHD100,Non-Urban,Non-Urban,Non-Urban,158,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,234.0325094,c(436684.272335734, 4688237.70338),46006,2
Site-088,Base,None,-74.74690452,41.61576478,2,777289.7514,1.29E-06,None,35662,26148076,1.00002E+13,2.0401E+12,NA,NA,0.760180465,460,46006,H0204,3,2,2,4.31971971,NA,0,1,1.00E+05,Not_Border,NY,Include,Sullivan,F36105,Region_02,H02,Mid-Atlantic Region,H02040104,Middle Delaware-Mongaup-Brodhead,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,5.46700001,NHD100,Non-Urban,Non-Urban,Non-Urban,118,62b,Low Poconos,62,North Central Appalachians,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,760.1804647,c(521086.396661978, 4607147.39165402),46006,2
Site-089,Base,None,-74.41349933,43.94059989,2,777289.7514,1.29E-06,None,322023,132423041,6.00003E+13,4.29001E+12,NA,NA,0.198462972,460,46006,H0429,8,2,2,1.086329,NA,0,1,50000,Not_Border,NY,Include,Hamilton,F36041,Region_02,H04,Great Lakes Region,H04290005,Raquette,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,1.18859997,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,117,58aa,Acid Sensitive Adirondacks,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,198.4629717,c(547069.089246577, 4865442.60808861),46006,2
Site-090,Base,None,-73.80626829,42.40415201,2,777289.7514,1.29E-06,None,72435,52826221,1.00007E+13,2.02001E+12,965209,Sickles Creek,1.724559431,460,46006,H0202,3,2,2,3.69535235,NA,0,1,250000,Not_Border,NY,Include,Greene,F36039,Region_02,H02,Mid-Atlantic Region,H02020006,Middle Hudson,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,7.5044,NHD100,Non-Urban,Non-Urban,Non-Urban,118,59i,Hudson Valley,59,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1724.559431,c(598234.640718233, 4695340.49188518),46006,2
Site-091,Base,None,-76.23384194,43.98241234,4,698294.9366,1.43E-06,None,4433,C{568133B9-9ED6-46D4-97C6-482246C0FD8F},6.00006E+13,4.1403E+12,NA,NA,0.048669234,558,55800,H0414,5,8,8,17532.09009,NA,0,1,5.00E+06,Not_Border,NY,Exclude_Lake,Jefferson,F36045,Region_02,H04,Great Lakes Region,H04280002,Lake Ontario,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,32165.8076,NHD100,Non-Urban,Non-Urban,Non-Urban,116,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,RV,48.66923387,c(401048.318282158, 4870659.36360737),55800,4
Site-092,Base,None,-74.66147158,44.37175891,4,698294.9366,1.43E-06,None,320841,132424862,6.00003E+13,4.29001E+12,976507,Jordan River,0.163464614,558,55800,H0429,6,4,4,73.116649,132433649,0,1,1.00E+06,Not_Border,NY,Include,St. Lawrence,F36089,Region_02,H04,Great Lakes Region,H04290005,Raquette,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,113.3647,NHD100,Non-Urban,Non-Urban,Non-Urban,117,58ab,Northern and Western Adirondack Foothills,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,163.4646141,c(526971.174561976, 4913220.35316587),55800,4
Site-093,Base,None,-74.85592573,43.82915808,4,698294.9366,1.43E-06,None,340660,131817657,6.00006E+13,4.1403E+12,958713,North Branch Moose River,0.696722524,558,55800,H0414,9,4,4,72.74085034,131843856,0,1,2.00E+06,Not_Border,NY,Exclude_Lake,Herkimer,F36043,Region_02,H04,Great Lakes Region,H04140301,Black,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,73.82840008,NHD100,Non-Urban,Non-Urban,Non-Urban,116,58aa,Acid Sensitive Adirondacks,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,696.7225245,c(511584.120286368, 4852908.17632071),55800,4
Site-094,Base,None,-73.94947132,41.64956636,4,698294.9366,1.43E-06,None,34620,37085811,1.00007E+13,2.02001E+12,970226,Hudson River,1.208789315,558,55800,H0202,1,8,8,19995.65749,146125933,0,1,0,Not_Border,NY,Exclude_Estuary,Ulster,F36111,Region_02,H02,Mid-Atlantic Region,H02020008,Hudson-Wappinger,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,29387.5736,NHD100,Urban,Urban,Urban,118,59i,Hudson Valley,59,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,RV,1208.789315,c(587478.580468143, 4611402.16874909),55800,4
Site-095,Base,None,-76.81355683,42.90998573,4,698294.9366,1.43E-06,None,253986,87939510,6.00006E+13,4.1402E+12,970593,Seneca River,1.239668863,558,55800,H0414,5,6,6,640.0343392,87960994,0,1,5.00E+06,Not_Border,NY,Include,Seneca,F36099,Region_02,H04,Great Lakes Region,H04140201,Seneca,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,1987.939,NHD100,Urban,Urban,Urban,116,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,RV,1239.668863,c(351962.52806183, 4752414.36796765),55800,4
Site-096,Base,None,-74.51219169,44.96255354,4,698294.9366,1.43E-06,None,225794,132874758,6.00003E+13,4.29001E+12,970307,Little Salmon River,0.878911868,558,55800,H0429,6,5,5,136.631311,132876134,0,1,5.00E+06,Not_Border,NY,Exclude_Connector,Franklin,F36033,Region_02,H04,Great Lakes Region,H04290007,Salmon,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,252.3674,NHD100,Non-Urban,Non-Urban,Non-Urban,117,83d,St. Lawrence Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,RV,878.9118684,c(538471.793023843, 4978906.31697081),55800,4
Site-097,Base,None,-73.82493445,42.24629237,4,698294.9366,1.43E-06,None,51233,52831311,1.00007E+13,2.02001E+12,970226,Hudson River,2.732699677,558,55800,H0202,1,8,8,16547.85411,120006985,0,1,5.00E+06,Not_Border,NY,Include,Columbia,F36021,Region_02,H02,Mid-Atlantic Region,H02020006,Middle Hudson,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,23249.658,NHD100,Urban,Non-Urban,Non-Urban,118,59i,Hudson Valley,59,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,RV,2732.699677,c(596940.632671537, 4677790.75229134),55800,4
Site-098,Base,None,-74.39527367,41.2412149,4,698294.9366,1.43E-06,None,61730,61786313,1.00007E+13,2.02001E+12,970752,Wawayanda Creek,0.936619613,460,46006,H0202,5,4,4,77.63351335,NA,0,1,0,Not_Border,NY,Include,Orange,F36071,Region_02,H02,Mid-Atlantic Region,H02020007,Rondout,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,99.5399999,NHD100,Urban,Urban,Non-Urban,118,67j,Northern Glaciated Limestone Valleys,67,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,8,EASTERN TEMPERATE FORESTS,SAP,Southern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,936.6196134,c(550672.66832976, 4565711.05521307),46006,4
Site-099,Base,None,-78.27330812,42.94922595,4,698294.9366,1.43E-06,None,186994,118012845,6.00008E+13,4.2701E+12,944508,Bowen Creek,0.632033533,460,46006,H0427,8,4,4,7.58867329,NA,0,1,5.00E+05,Not_Border,NY,Include,Genesee,F36037,Region_02,H04,Great Lakes Region,H04270101,Niagara River,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,15.70590004,NHD100,Non-Urban,Non-Urban,Non-Urban,116,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,632.0335335,c(232967.869353097, 4760376.58187536),46006,4
Site-100,Base,None,-73.74632711,43.86618261,4,698294.9366,1.43E-06,None,145251,167100874,1.00007E+13,2.02E+12,964622,Schroon River,2.073702384,558,55800,H0202,2,6,6,433.2121497,120006508,0,1,0,Not_Border,NY,Include,Essex,F36031,Region_02,H02,Mid-Atlantic Region,H02020001,Upper Hudson,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,526.1450002,NHD100,Non-Urban,Non-Urban,Non-Urban,118,58ac,Eastern Adirondack Foothills,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,RV,2073.702384,c(600738.074074337, 4857774.01253881),55800,4
Site-101,Base,None,-74.54052915,42.05908579,4,698294.9366,1.43E-06,None,88379,25536910,1.00002E+13,2.0401E+12,948682,Dry Brook,0.625739725,460,46006,H0204,2,4,4,20.50983264,NA,0,1,0,Not_Border,NY,Include,Ulster,F36111,Region_02,H02,Mid-Atlantic Region,H02040102,East Branch Delaware,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,15.71309994,NHD100,Non-Urban,Non-Urban,Non-Urban,118,58y,Catskill High Peaks,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,625.7397254,c(538017.10292829, 4656438.60250881),46006,4
Site-102,Base,None,-78.86669106,42.04495258,4,698294.9366,1.43E-06,None,352715,112363413,2.40004E+13,5.01E+12,962056,Quaker Run,0.435537543,558,55800,H0501,3,4,4,53.52209523,112381777,0,1,2.00E+06,Not_Border,NY,Exclude_Lake,Cattaraugus,F36009,Region_02,H05,Ohio Region,H05010001,Upper Allegheny,H05_06,Ohio-Tennessee Region,H05_06,Ohio-Tennessee Region,71.01660003,NHD100,Non-Urban,Non-Urban,Non-Urban,150,62d,Unglaciated High Allegheny Plateau,62,North Central Appalachians,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,435.5375435,c(179969.968435195, 4662005.23084407),55800,4
Site-103,Base,None,-75.04150758,44.43085344,4,698294.9366,1.43E-06,None,169855,132855828,6.00003E+13,4.29E+12,976730,North Branch Grass River,2.573341695,558,55800,H0429,6,4,4,76.780525,150522746,0,1,2.00E+06,Not_Border,NY,Exclude_Connector,St. Lawrence,F36089,Region_02,H04,Great Lakes Region,H04290004,Grass,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,122.4013999,NHD100,Non-Urban,Non-Urban,Non-Urban,117,58ab,Northern and Western Adirondack Foothills,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,2573.341695,c(496696.343536715, 4919729.4328092),55800,4
Site-104,Base,None,-75.41979138,43.74603574,4,698294.9366,1.43E-06,None,175416,131815672,6.00006E+13,4.1403E+12,962637,Roaring Brook,1.34157115,558,55800,H0414,7,4,4,81.5240142,131845129,0,1,1.00E+06,Not_Border,NY,Exclude_Connector,Lewis,F36049,Region_02,H04,Great Lakes Region,H04140301,Black,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,70.91329997,NHD100,Non-Urban,Non-Urban,Non-Urban,116,83e,Upper St. Lawrence Valley,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,1341.57115,c(466200.355893266, 4843751.83717213),55800,4
Site-105,Base,None,-74.96626166,42.52939396,4,698294.9366,1.43E-06,None,53658,43477217,1.00006E+13,2.0501E+12,591690,Susquehanna River,0.434302598,558,55800,H0205,1,6,6,557.5357258,120006562,0,1,5.00E+06,Not_Border,NY,Include,Otsego,F36077,Region_02,H02,Mid-Atlantic Region,H02050101,Upper Susquehanna,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,828.2234995,NHD100,Non-Urban,Non-Urban,Non-Urban,158,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,RV,434.302598,c(502770.850272206, 4708557.50271758),55800,4
Site-106,Base,None,-78.09344861,42.51066325,4,698294.9366,1.43E-06,None,107313,167785495,6.00007E+13,4.13E+12,971519,Wiscoy Creek,0.641872207,558,55800,H0413,11,5,5,166.1218957,{F419D20F-CE29-4FC1-80B6-AE035CB53DA0},0,1,5.00E+06,Not_Border,NY,Exclude_Connector,Allegany,F36003,Region_02,H04,Great Lakes Region,H04130002,Upper Genesee,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,270.6027997,NHD100,Non-Urban,Non-Urban,Non-Urban,116,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,RV,641.8722066,c(245855.575245102, 4711115.4689542),55800,4
