"","siteID","siteuse","replsite","lon_WGS84","lat_WGS84","stratum","wgt","ip","caty","FRAME23_ID","PERM_ID","NHDPLUSID","REACHCODE","GNIS_ID","GNIS_NAME","LENGTH_KM","FTYPE","FCODE","HUC4","STREAM_LEV","STRAH_ORD","STRAH_CAL","MEAN_FLOW","WBPERM_ID","MAINPATH","INNETWORK","VISFILT","BORD_RIV","PSTL_CODE","FRAME23","CNTYNAME","STATECTY","EPA_REG","HUC2","HUC2_NM","HUC8","HUC8_NM","MAJ_BASIN","MAJ_BAS_NM","MIS_BASIN","MIS_BAS_NM","WSAREA_KM","NHD100K","URBN_NRS08","URBN_NRS18","URBN_NRS23","FEOW_ID","US_L4CODE","US_L4NAME","US_L3CODE","US_L3NAME","NA_L2CODE","NA_L2NAME","NA_L1CODE","NA_L1NAME","AG_ECO9","AG_ECO9_NM","AG_ECO3","AG_ECO3_NM","OWN_NARS","FS_EW","STRAH_CAT","Shape_Leng","geometry","fcode","stream_order"
"64","Site-064","Base","None",-76.2093022022577,42.9274620481833,"Eastern Great Lakes Lowlands",1581003.61134196,6.32509624156518e-07,"3","223732","87939226",60000600058800,"04140201000669","00970761","West Branch Onondaga Creek",0.371326710259,460,46006,"H0414",7,3,3,37.13250057,NA,0,1,1e+06,"Not_Border","NY","Include","Onondaga","F36067","Region_02","H04","Great Lakes Region","H04140201","Seneca","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",63.45630004,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",371.326710259,c(1594926.91919281, 2381273.5418508),46006,3
"65","Site-065","Base","None",-73.6080455089877,42.3043369988346,"Northeastern Highlands",1944652.467349,5.14230700235723e-07,"2","25883","52829387",10000700046700,"02020006000815",NA,NA,1.65714278849,460,46006,"H0202",4,2,2,3.61415954,NA,0,1,250000,"Not_Border","NY","Include","Columbia","F36021","Region_02","H02","Mid-Atlantic Region","H02020006","Middle Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",5.72950007,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58x","Taconic Foothills","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1657.14278849,c(1817158.31525273, 2360027.62074402),46006,2
"66","Site-066","Base","None",-74.1428927060674,44.68126024742,"Northeastern Highlands",1944652.467349,5.14230700235723e-07,"2","333222","132873379",60000300047600,"04290007000035","00943035","Barnes Brook",1.13433856674,460,46006,"H0429",6,2,2,4.391299,NA,0,1,5e+05,"Not_Border","NY","Include","Franklin","F36033","Region_02","H04","Great Lakes Region","H04290007","Salmon","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",6.31450002,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58ab","Northern and Western Adirondack Foothills","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1134.33856674,c(1714053.43680167, 2608223.81908905),46006,2
"67","Site-067","Base","None",-74.7096740439782,43.1881901297825,"Northeastern Highlands",1296434.97823266,7.71346050353584e-07,"3","149276","53524369",10000700048800,"02020004000744","00970720","Trammel Creek",1.94610253609,460,46006,"H0202",4,3,3,32.58594105,NA,0,1,0,"Not_Border","NY","Include","Herkimer","F36043","Region_02","H02","Mid-Atlantic Region","H02020004","Mohawk","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",31.00380008,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58ab","Northern and Western Adirondack Foothills","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1946.10253609,c(1707355.77308986, 2435775.87698338),46006,3
"68","Site-068","Base","None",-74.2284412620876,43.3622969578748,"Northeastern Highlands",1944652.467349,5.14230700235723e-07,"2","297809","47694967",10000700071600,"02020002000205","00948547","Doig Creek",0.89004874169,460,46006,"H0202",3,2,2,7.26992175,NA,0,1,0,"Not_Border","NY","Include","Hamilton","F36041","Region_02","H02","Mid-Atlantic Region","H02020002","Sacandaga","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",7.99639994,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58aa","Acid Sensitive Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",890.04874169,c(1740862.9085299, 2463450.76673609),46006,2
"69","Site-069","Base","None",-74.5725496614667,41.8587090728581,"Northeastern Highlands",1852049.96890381,5.39942235247509e-07,"4","16732","4EFDF06D-609C-4360-87BA-357A5FCD7D0A",10000700011100,"02020007000989","00946544","Chestnut Creek",0.204295484675,558,55800,"H0202",3,4,4,20.86505653,"B5702FCF-5A8C-4652-B30B-BBE043E4EFE7",0,1,0,"Not_Border","NY","Include","Sullivan","F36105","Region_02","H02","Mid-Atlantic Region","H02020007","Rondout","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",22.32560006,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58y","Catskill High Peaks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",204.295484675,c(1751391.73734967, 2293392.74596167),55800,4
"70","Site-070","Base","None",-75.1795077788918,44.1542927565791,"Northeastern Highlands",1944652.467349,5.14230700235723e-07,"2","247289","133093052",60000300050200,"04290003006749",NA,NA,0.321125472873,460,46006,"H0429",10,2,2,2.718414,NA,0,1,250000,"Not_Border","NY","Include","St. Lawrence","F36089","Region_02","H04","Great Lakes Region","H04290003","Oswegatchie","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",4.00280002,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58aa","Acid Sensitive Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",321.125472873,c(1646860.41570942, 2532650.73709211),46006,2
"71","Site-071","Base","None",-75.109228513922,43.6184720105614,"Northeastern Highlands",5056096.41510739,1.97781038552201e-07,"1","171249","131811959",60000600061800,"04140301017404",NA,NA,0.19147225577,460,46006,"H0414",9,1,1,1.30134293,NA,0,1,50000,"Not_Border","NY","Include","Herkimer","F36043","Region_02","H04","Great Lakes Region","H04140301","Black","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",1.16660001,"Not_NHD100","Non-Urban","Non-Urban","Non-Urban",116,"58aa","Acid Sensitive Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",191.47225577,c(1665362.16510059, 2475543.3013181),46006,1
"72","Site-072","Base","None",-74.282388091868,43.6982103729828,"Northeastern Highlands",5056096.41510739,1.97781038552201e-07,"1","153638","89355683",10000700041900,"02020001003682",NA,NA,2.77596922792,460,46003,"H0202",4,1,1,2.49999518,NA,0,1,0,"Not_Border","NY","Include","Hamilton","F36041","Region_02","H02","Mid-Atlantic Region","H02020001","Upper Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",3.24439998,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58aa","Acid Sensitive Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2775.96922792,c(1728131.14804034, 2498981.27118623),46003,1
"73","Site-073","Base","None",-74.0515716300542,41.302309783111,"Northeastern Highlands",5056096.41510739,1.97781038552201e-07,"1","289816","37093379",10000700005100,"02020008003766",NA,NA,1.22343633817,460,46006,"H0202",5,1,1,0.532553,NA,0,1,0,"Not_Border","NY","Exclude_NoFlow","Orange","F36071","Region_02","H02","Mid-Atlantic Region","H02020008","Hudson-Wappinger","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",0.61150001,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58i","Glaciated Reading Prong/Hudson Highlands","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1223.43633817,c(1807477.505251, 2242493.42553175),46006,1
"74","Site-074","Base","None",-75.3131027473039,43.580211394935,"Northeastern Highlands",5056096.41510739,1.97781038552201e-07,"1","194010","131797640",60000600074300,"04140301016576",NA,NA,0.235173652564,460,46003,"H0414",8,1,1,1.67074408,NA,0,1,1e+05,"Not_Border","NY","Include","Lewis","F36049","Region_02","H04","Great Lakes Region","H04140301","Black","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",1.7736,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"58ab","Northern and Western Adirondack Foothills","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",235.173652564,c(1650290.76270467, 2467818.6609047),46003,1
"75","Site-075","Base","None",-74.9413351796407,44.0539458309333,"Northeastern Highlands",1944652.467349,5.14230700235723e-07,"2","325307","133095045",60000300039000,"04290003005844",NA,NA,0.211876320868,460,46006,"H0429",8,2,2,2.252925,NA,0,1,1e+05,"Not_Border","NY","Include","Herkimer","F36043","Region_02","H04","Great Lakes Region","H04290003","Oswegatchie","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",3.0021,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58aa","Acid Sensitive Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",211.876320868,c(1667850.7802574, 2525886.8335523),46006,2
"76","Site-076","Base","None",-73.6161059624096,43.5681571134902,"Northeastern Highlands",1852049.96890381,5.39942235247509e-07,"4","201244","92077599",60000200066100,"04300108010521","00967511","La Chute",4.17488165138,558,55800,"H0430",5,5,5,229.41575834,"92083789",0,1,5e+06,"Not_Border","NY","Include","Warren","F36113","Region_02","H02","Mid-Atlantic Region","H04300108","Lake Champlain","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",387.78130007,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58ac","Eastern Adirondack Foothills","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","RV",4174.88165138,c(1783566.84749568, 2497167.50345814),55800,4
"77","Site-077","Base","None",-74.5628433055394,43.0577375616666,"Northeastern Highlands",1296434.97823266,7.71346050353584e-07,"3","307447","53529485",10000700069000,"02020004000131","00971874","Zimmerman Creek",0.445431857364,460,46006,"H0202",3,3,3,14.47600621,NA,0,1,0,"Not_Border","NY","Include","Fulton","F36035","Region_02","H02","Mid-Atlantic Region","H02020004","Mohawk","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",15.65500002,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58ab","Northern and Western Adirondack Foothills","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",445.431857364,c(1722189.87581341, 2424221.76172001),46006,3
"78","Site-078","Base","None",-74.4363513330159,43.9024320047891,"Northeastern Highlands",1944652.467349,5.14230700235723e-07,"2","164212","132421597",60000300039200,"04290005002464","00958112","Mud Pond Outlet",0.502572092789,460,46006,"H0429",6,2,2,4.898335,NA,0,1,1e+05,"Not_Border","NY","Include","Hamilton","F36041","Region_02","H04","Great Lakes Region","H04290005","Raquette","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",5.97210003,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58aa","Acid Sensitive Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",502.572092789,c(1710966.32182682, 2518389.98933064),46006,2
"79","Site-079","Base","None",-73.7497276929898,43.8560973114719,"Northeastern Highlands",1852049.96890381,5.39942235247509e-07,"4","137275","89350355",10000700065200,"02020001001059","00964622","Schroon River",3.08823134649,558,55800,"H0202",2,6,6,448.63038556,"120006508",0,1,0,"Not_Border","NY","Include","Essex","F36031","Region_02","H02","Mid-Atlantic Region","H02020001","Upper Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",545.84080023,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58ac","Eastern Adirondack Foothills","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","RV",3088.23134649,c(1765662.1160497, 2525917.92590441),55800,4
"80","Site-080","Base","None",-74.0915075425251,44.4188870806428,"Northeastern Highlands",1852049.96890381,5.39942235247509e-07,"4","337878","129690162",60000200070400,"04300106000533","00966786","Sumner Brook",1.39392750677,558,55800,"H0430",6,4,4,85.34151124,"129690913",0,1,2e+06,"Not_Border","NY","Exclude_Connector","Essex","F36031","Region_02","H02","Mid-Atlantic Region","H04300106","Saranac River","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",142.35259996,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58ad","Central Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1393.92750677,c(1724689.64212145, 2580698.91535487),55800,4
"81","Site-081","Base","None",-74.2457954914001,42.6435947087123,"Northern Allegheny Plateau",5426321.00037209,1.84286922932025e-07,"1","235080","33523319",10000700051900,"02020005000453",NA,NA,2.40813758934,460,46006,"H0202",6,1,1,0.442051,NA,0,1,0,"Not_Border","NY","Exclude_NoFlow","Schoharie","F36095","Region_02","H02","Mid-Atlantic Region","H02020005","Schoharie","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",0.85529997,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2408.13758934,c(1757717.83205449, 2384941.63652067),46006,1
"82","Site-082","Base","None",-75.684086392617,42.4790427196031,"Northern Allegheny Plateau",5426321.00037209,1.84286922932025e-07,"1","26273","62625262",10000600057200,"02050102001565",NA,NA,0.7580137653,460,46006,"H0205",5,1,1,0.999139,NA,0,1,250000,"Not_Border","NY","Exclude_NoFlow","Chenango","F36017","Region_02","H02","Mid-Atlantic Region","H02050102","Chenango","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",1.79520001,"NHD100","Non-Urban","Non-Urban","Non-Urban",158,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",758.0137653,c(1647247.75280135, 2341228.96176065),46006,1
"83","Site-083","Base","None",-76.7404105084598,42.2190774316026,"Northern Allegheny Plateau",5426321.00037209,1.84286922932025e-07,"1","113863","48519650",10000600081800,"02050105000719",NA,NA,2.08351756794,460,46003,"H0205",6,1,1,0.718189,NA,0,1,1e+05,"Not_Border","NY","Exclude_NoFlow","Chemung","F36015","Region_02","H02","Mid-Atlantic Region","H02050105","Chemung","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",1.73570003,"NHD100","Non-Urban","Non-Urban","Non-Urban",158,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2083.51756794,c(1568658.63576653, 2294915.5030025),46003,1
"84","Site-084","Base","None",-74.9482034870796,41.9548982500227,"Northern Allegheny Plateau",1142383.36849939,8.75362883927118e-07,"4","27508","{4F8ABCF1-8669-4636-A3DC-091F4B563C64}",10000200199700,"02040102004068",NA,NA,0.575383306255,558,55800,"H0204",3,5,0,0.977335,"{115B854B-6E25-4953-8CC7-41E0845E42D0}",0,1,0,"Not_Border","NY","Exclude_SideChannel","Delaware","F36025","Region_02","H02","Mid-Atlantic Region","H02040102","East Branch Delaware","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",592.88619973,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"60c","Catskills Transition","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","RV",575.383306255,c(1718831.46470481, 2297027.5596707),55800,4
"85","Site-085","Base","None",-74.9744136111363,42.5537793429239,"Northern Allegheny Plateau",5426321.00037209,1.84286922932025e-07,"1","147063","43476511",10000600044000,"02050101004213",NA,NA,0.918401373617,460,46006,"H0205",3,1,1,0.591661,NA,0,1,24000,"Not_Border","NY","Exclude_NoFlow","Otsego","F36077","Region_02","H02","Mid-Atlantic Region","H02050101","Upper Susquehanna","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",1.13339999,"Not_NHD100","Non-Urban","Non-Urban","Non-Urban",158,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",918.401373617,c(1702030.09260062, 2361892.55320805),46006,1
"86","Site-086","Base","None",-76.3006350914307,42.5582242341974,"Northern Allegheny Plateau",1142383.36849939,8.75362883927118e-07,"4","253068","87950964",60000600079600,"04140201000335","00949879","Fall Creek",0.8005029603,558,55800,"H0414",7,4,4,60.11341303,"120006568",0,1,2e+06,"Not_Border","NY","Include","Tompkins","F36109","Region_02","H04","Great Lakes Region","H04140201","Seneca","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",99.61239998,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60d","Finger Lakes Uplands and Gorges","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",800.5029603,c(1596164.78095355, 2339363.96321428),55800,4
"87","Site-087","Base","None",-77.9209469776216,42.4945767553352,"Northern Allegheny Plateau",1713575.05274908,5.83575255951412e-07,"2","118191","84188577",60000700010300,"04130002000285","00954558","Keshequa Creek",1.06074848539,460,46006,"H0413",12,2,2,3.78032128,NA,0,1,250000,"Not_Border","NY","Include","Allegany","F36003","Region_02","H04","Great Lakes Region","H04130002","Upper Genesee","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",6.3182,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1060.74848539,c(1467882.57026774, 2306267.2193738),46006,2
"88","Site-088","Base","None",-75.6567520176608,42.3511733134778,"Northern Allegheny Plateau",1713575.05274908,5.83575255951412e-07,"2","79727","62629700",10000600072100,"02050102001717","00951192","Glen Road Brook",2.70945826432,460,46006,"H0205",3,2,2,3.24613634,NA,0,1,1e+05,"Not_Border","NY","Include","Chenango","F36017","Region_02","H02","Mid-Atlantic Region","H02050102","Chenango","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",5.48940005,"NHD100","Non-Urban","Non-Urban","Non-Urban",158,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2709.45826432,c(1652467.16287383, 2327733.01194688),46006,2
"89","Site-089","Base","None",-74.8548572690287,42.4740704420432,"Northern Allegheny Plateau",1142383.36849939,8.75362883927118e-07,"4","47307","43478319",10000600117800,"02050101000156","00946415","Charlotte Creek",0.369338914818,558,55800,"H0205",2,5,5,188.00043033,"120006994",0,1,5e+06,"Not_Border","NY","Exclude_Connector","Delaware","F36025","Region_02","H02","Mid-Atlantic Region","H02050101","Upper Susquehanna","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",300.48509993,"NHD100","Non-Urban","Non-Urban","Non-Urban",158,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","RV",369.338914818,c(1713514.76929897, 2355348.81191797),55800,4
"90","Site-090","Base","None",-76.7883091614842,42.3725978546467,"Northern Allegheny Plateau",5426321.00037209,1.84286922932025e-07,"1","110019","87956952",60000600081300,"04140201006978","00974005","Cranberry Creek",4.56383211265,460,46006,"H0414",10,1,1,3.81406885,NA,0,1,1e+05,"Not_Border","NY","Include","Schuyler","F36097","Region_02","H04","Great Lakes Region","H04140201","Seneca","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",6.67219999,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60d","Finger Lakes Uplands and Gorges","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",4563.83211265,c(1561363.89808289, 2310943.17665058),46006,1
"91","Site-091","Base","None",-78.686263186608,42.6520486948409,"Northern Allegheny Plateau",2189568.12295716,4.56711069875018e-07,"3","250052","108912393",60001100020200,"04120103000075","00970756","West Branch Cazenovia Creek",0.842899045355,558,55800,"H0412",8,3,3,66.57332913,"108917387",0,1,1e+06,"Not_Border","NY","Include","Erie","F36029","Region_02","H04","Great Lakes Region","H04120103","Buffalo-Eighteenmile","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",80.15310011,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60f","Cattaraugus Hills","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",842.899045355,c(1403259.98251071, 2312004.4186114),55800,3
"92","Site-092","Base","None",-76.3713673738582,42.1912377575077,"Northern Allegheny Plateau",1713575.05274908,5.83575255951412e-07,"2","94648","46460927",10000600009900,"02050103002484",NA,NA,1.02639281255,460,46003,"H0205",3,2,2,0.360539,NA,0,1,24000,"Not_Border","NY","Exclude_NoFlow","Tioga","F36107","Region_02","H02","Mid-Atlantic Region","H02050103","Owego-Wappasening","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",0.75189998,"Not_NHD100","Non-Urban","Non-Urban","Non-Urban",158,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1026.39281255,c(1598930.48933584, 2298017.36616441),46003,2
"93","Site-093","Base","None",-75.1251856788488,42.7289879800545,"Northern Allegheny Plateau",2189568.12295716,4.56711069875018e-07,"3","155597","43471977",10000600088100,"02050101000421","00969945","Butternut Creek",1.69385392575,460,46006,"H0205",3,3,3,11.9764572,NA,0,1,5e+05,"Not_Border","NY","Include","Otsego","F36077","Region_02","H02","Mid-Atlantic Region","H02050101","Upper Susquehanna","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",17.29829999,"NHD100","Non-Urban","Non-Urban","Non-Urban",158,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1693.85392575,c(1685755.62340364, 2378314.27017038),46006,3
"94","Site-094","Base","None",-77.6400593077328,42.4056529661358,"Northern Allegheny Plateau",1713575.05274908,5.83575255951412e-07,"2","274827","57345503",10000600077700,"02050104000805",NA,NA,0.354097029597,460,46006,"H0205",6,2,2,3.49495916,NA,0,1,250000,"Not_Border","NY","Include","Steuben","F36101","Region_02","H02","Mid-Atlantic Region","H02050104","Tioga","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",8.11709991,"NHD100","Non-Urban","Non-Urban","Non-Urban",158,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",354.097029597,c(1492315.03798087, 2300882.44213111),46006,2
"95","Site-095","Base","None",-77.9037653551359,42.3579587376362,"Northern Allegheny Plateau",1713575.05274908,5.83575255951412e-07,"2","296452","84192197",60000700016400,"04130002003033",NA,NA,0.676474108957,460,46003,"H0413",14,2,2,1.35613937,NA,0,1,1e+05,"Not_Border","NY","Include","Allegany","F36003","Region_02","H04","Great Lakes Region","H04130002","Upper Genesee","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",2.1547,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",676.474108957,c(1472151.67868122, 2291534.54174114),46003,2
"96","Site-096","Base","None",-76.5320388992133,42.6873122965509,"Northern Allegheny Plateau",5426321.00037209,1.84286922932025e-07,"1","190648","87946384",60000600064000,"04140201005831",NA,NA,1.02619371063,460,46003,"H0414",9,1,1,0.32348443,NA,0,1,24000,"Not_Border","NY","Exclude_NoFlow","Cayuga","F36011","Region_02","H04","Great Lakes Region","H04140201","Seneca","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",0.5494,"Not_NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60d","Finger Lakes Uplands and Gorges","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1026.19371063,c(1574744.50240472, 2349626.67912981),46003,1
